Expense_ID,Department_ID,Expense_Date,Expense_Category,Vendor_Name,Description,Amount,Approval_Status,Payment_Method
EXP0000481,DEP007,2024-03-18,Utilities,Phạm Và Bùi Công Ty Trách Nhiệm Hữu Hạn,Mà vẫn điều của.,91995000,Rejected,Bank Transfer
EXP0000482,DEP014,2026-03-26,Maintenance,Phạm Lê Công Ty Tnhh,Tôi trong cái để cho vì nhưng.,5059000,Pending,Corporate Card
EXP0000483,DEP013,2023-01-16,Scholarship,Lê Tập Đoàn,Số từ vẫn của người thay như khi số.,32204000,Pending,Cash
EXP0000484,DEP007,2024-09-01,Office Supplies,Phạm Mai Công Ty Tnhh Mtv,Nơi vì chưa và để hoặc các.,27389000,Approved,Cash
EXP0000485,DEP012,2024-09-29,Research,Vũ Và Vũ Tập Đoàn,Của có đã vì cách.,219917000,Approved,Bank Transfer
EXP0000486,DEP010,2025-11-10,Scholarship,Phạm Và Đối Tác Công Ty Hợp Danh,Hơn hoặc cho nơi sẽ.,166774000,Pending,Corporate Card
EXP0000487,DEP013,2025-05-01,Maintenance,Vũ Và Bùi Công Ty Trách Nhiệm Hữu Hạn,Gần như của đã từng hơn như các về.,67616000,Pending,Corporate Card
EXP0000488,DEP014,2026-05-30,Research,Phạm Trần Công Ty Hợp Danh,Nào là thì không từ để này để.,379643000,Rejected,Bank Transfer
EXP0000489,DEP019,2024-12-26,Salary,Đặng Mai Tập Đoàn,Tự cách tại khiến tại vì nào.,981313000,Rejected,Corporate Card
EXP0000490,DEP002,2023-06-18,Office Supplies,Nguyễn Công Ty Hợp Danh,Để như cái bạn.,11450000,Rejected,Cash
EXP0000491,DEP017,2023-10-06,Utilities,Bùi Nguyễn Công Ty Hợp Danh,Như thay hơn thì các thay nhưng là có.,62961000,Approved,Bank Transfer
EXP0000492,DEP012,2023-12-04,Office Supplies,Nguyễn Nguyễn Doanh Nghiệp Tư Nhân,Hơn các và cũng.,23314000,Approved,Bank Transfer
EXP0000493,DEP012,2024-07-24,Office Supplies,Mai Mai Công Ty Cổ Phần,Cái cho mà như tôi bạn với hoặc thay.,23554000,Pending,Cash
EXP0000494,DEP007,2026-08-01,Salary,Mai Công Ty Trách Nhiệm Hữu Hạn,Giữa một mà hơn và.,943647000,Approved,Bank Transfer
EXP0000495,DEP020,2023-10-09,Equipment,Trần Và Nguyễn Công Ty Cổ Phần,Đang theo sau với gần cách tôi khi.,285125000,Approved,Bank Transfer
EXP0000496,DEP006,2023-08-26,Equipment,Trần Tập Đoàn,Vậy chưa vẫn này về từ người trong để.,278812000,Approved,Cash
EXP0000497,DEP012,2024-01-17,Equipment,Dương Phạm Công Ty Tnhh,Chưa mỗi đến tại và với nơi của.,92629000,Pending,Cash
EXP0000498,DEP010,2022-10-12,Salary,Bùi Công Ty Tnhh,Tại bên tại nhiều về là.,523477000,Rejected,Corporate Card
EXP0000499,DEP003,2022-09-01,Research,Nguyễn Và Đối Tác Công Ty Hợp Danh,Mà có rất để thay tại hơn để.,248735000,Rejected,Bank Transfer
EXP0000500,DEP012,2023-06-20,Research,Bùi Công Ty Hợp Danh,Đi với mỗi nhưng đã có đến đi.,320508000,Approved,Bank Transfer
EXP0000501,DEP019,2024-02-24,Marketing,Phạm Vũ Công Ty Trách Nhiệm Hữu Hạn,Có trong của chưa.,87594000,Approved,Cash
EXP0000502,DEP010,2024-08-04,Maintenance,Mai Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Khi như giống hơn giống cũng có tại.,117954000,Approved,Corporate Card
EXP0000503,DEP007,2024-02-23,Office Supplies,Phạm Hoàng Công Ty Trách Nhiệm Hữu Hạn,Nơi của nào cũng không chưa trong thế cái.,21288000,Pending,Corporate Card
EXP0000504,DEP015,2025-08-15,Equipment,Hoàng Và Đối Tác Công Ty Hợp Danh,Từng là như để nào trong đó mà với.,377914000,Rejected,Corporate Card
EXP0000505,DEP012,2025-07-31,Equipment,Trần Và Đối Tác Doanh Nghiệp Tư Nhân,Chỉ vì có như để.,46870000,Rejected,Bank Transfer
EXP0000506,DEP007,2025-02-24,Scholarship,Dương Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Làm nhưng số với như.,44229000,Approved,Corporate Card
EXP0000507,DEP017,2022-03-15,Salary,Bùi Tập Đoàn,Như sau một cũng.,257444000,Rejected,Cash
EXP0000508,DEP018,2022-08-28,Office Supplies,Vũ Trần Công Ty Cổ Phần,Một như được thì này người tự rất của.,27623000,Approved,Bank Transfer
EXP0000509,DEP014,2022-03-02,Scholarship,Đặng Và Nguyễn Công Ty Cổ Phần,Như số như thì nhiều sau trong có.,17179000,Rejected,Bank Transfer
EXP0000510,DEP005,2023-10-03,Research,Lê Công Ty Hợp Danh,Không gần giống trong tôi thay nếu tại.,353772000,Approved,Corporate Card
EXP0000511,DEP012,2025-07-17,Scholarship,Đặng Và Nguyễn Công Ty Tnhh Mtv,Bên với đi từ đến theo vài.,73978000,Pending,Bank Transfer
EXP0000512,DEP001,2024-11-02,Utilities,Trần Công Ty Cổ Phần,Chưa như là từ điều.,13866000,Approved,Cash
EXP0000513,DEP008,2022-08-16,Maintenance,Trần Công Ty Trách Nhiệm Hữu Hạn,Nhưng từng như sẽ từ.,52139000,Approved,Corporate Card
EXP0000514,DEP012,2025-12-26,Office Supplies,Phạm Và Đối Tác Công Ty Hợp Danh,Sau cái vẫn có của.,23063000,Rejected,Cash
EXP0000515,DEP015,2025-03-13,Salary,Hoàng Hoàng Doanh Nghiệp Tư Nhân,Khiến theo không số với với làm cách sẽ.,520689000,Rejected,Corporate Card
EXP0000516,DEP017,2022-10-05,Office Supplies,Nguyễn Công Ty Trách Nhiệm Hữu Hạn,Không cũng vì hơn gần.,19303000,Rejected,Bank Transfer
EXP0000517,DEP020,2026-01-28,Utilities,Mai Và Đặng Công Ty Tnhh Mtv,Vậy điều từ theo các đến với.,61732000,Pending,Corporate Card
EXP0000518,DEP008,2025-01-06,Marketing,Dương Phạm Công Ty Hợp Danh,Số gần một của hoặc.,115708000,Rejected,Cash
EXP0000519,DEP013,2022-04-21,Office Supplies,Bùi Và Đối Tác Công Ty Hợp Danh,Của số thay có trong thì của.,16651000,Pending,Corporate Card
EXP0000520,DEP010,2022-05-27,Utilities,Trần Công Ty Hợp Danh,Như có từng sẽ.,36812000,Pending,Bank Transfer
EXP0000521,DEP011,2022-11-19,Marketing,Nguyễn Và Mai Công Ty Tnhh Mtv,Bên đúng như của để và đang.,68076000,Rejected,Cash
EXP0000522,DEP003,2024-07-09,Utilities,Hoàng Dương Công Ty Hợp Danh,Hơn gần đi của.,25942000,Approved,Bank Transfer
EXP0000523,DEP013,2025-06-05,Marketing,Phạm Dương Công Ty Tnhh,Không vài bạn cũng thì của như.,34339000,Rejected,Corporate Card
EXP0000524,DEP012,2024-02-21,Utilities,Bùi Vũ Công Ty Tnhh Mtv,Thế của như của thế.,87813000,Pending,Corporate Card
EXP0000525,DEP006,2022-10-31,Office Supplies,Hoàng Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Giữa thay mà là.,29539000,Pending,Corporate Card
EXP0000526,DEP008,2025-08-03,Scholarship,Phạm Và Hoàng Công Ty Hợp Danh,Có nhưng cái từ nơi cho.,287519000,Pending,Bank Transfer
EXP0000527,DEP005,2022-06-04,Office Supplies,Phạm Và Đối Tác Tập Đoàn,Chưa của vậy sau rất mà.,14186000,Pending,Cash
EXP0000528,DEP004,2024-04-09,Scholarship,Đặng Và Đối Tác Công Ty Tnhh,Làm như một tại trong.,44606000,Pending,Bank Transfer
EXP0000529,DEP014,2026-02-01,Utilities,Lê Doanh Nghiệp Tư Nhân,Này chưa của số khiến.,7516000,Approved,Bank Transfer
EXP0000530,DEP019,2022-06-12,Office Supplies,Đặng Công Ty Tnhh Mtv,Đến nhưng vậy từ cũng để được bạn tự.,23485000,Approved,Bank Transfer
EXP0000531,DEP014,2022-02-02,Maintenance,Hoàng Và Vũ Công Ty Tnhh,Giữa như gần trong giống hơn.,63993000,Approved,Bank Transfer
EXP0000532,DEP016,2024-07-11,Marketing,Dương Doanh Nghiệp Tư Nhân,Như trong để tại tại với đúng sẽ cái.,181310000,Rejected,Bank Transfer
EXP0000533,DEP005,2026-07-14,Research,Hoàng Nguyễn Công Ty Trách Nhiệm Hữu Hạn,Đi vài trong điều của dưới.,419067000,Rejected,Corporate Card
EXP0000534,DEP005,2025-07-17,Salary,Mai Công Ty Tnhh,Như mỗi từ dưới hơn như như.,376992000,Pending,Corporate Card
EXP0000535,DEP005,2023-07-13,Office Supplies,Đặng Dương Tập Đoàn,Sẽ của nơi đúng tại.,8071000,Pending,Cash
EXP0000536,DEP005,2022-01-06,Utilities,Vũ Tập Đoàn,Nhiều với nơi và tại bạn nhưng của.,20345000,Pending,Corporate Card
EXP0000537,DEP006,2023-12-05,Maintenance,Lê Và Đối Tác Công Ty Tnhh,Đúng tại chưa có không.,14129000,Approved,Corporate Card
EXP0000538,DEP009,2022-09-03,Marketing,Trần Công Ty Trách Nhiệm Hữu Hạn,Như thay trong đã từ đến như cho từ.,38487000,Pending,Corporate Card
EXP0000539,DEP016,2022-08-03,Office Supplies,Lê Công Ty Tnhh,Cho làm thì hơn được đúng tại từng.,21285000,Rejected,Bank Transfer
EXP0000540,DEP015,2024-05-18,Research,Phạm Và Dương Công Ty Trách Nhiệm Hữu Hạn,Sau vẫn tại về không là khi.,194051000,Pending,Cash
EXP0000541,DEP012,2026-05-04,Research,Lê Và Đối Tác Công Ty Tnhh Mtv,Như mỗi nào tôi khiến làm hơn.,140860000,Pending,Bank Transfer
EXP0000542,DEP004,2023-10-07,Salary,Bùi Hoàng Công Ty Cổ Phần,Đó cũng thì tự nhưng và.,700891000,Pending,Bank Transfer
EXP0000543,DEP007,2022-02-07,Utilities,Hoàng Công Ty Tnhh Mtv,Trong dưới tự thì tôi nếu chưa này như.,79643000,Rejected,Cash
EXP0000544,DEP020,2023-05-22,Maintenance,Hoàng Công Ty Tnhh,Đang như sẽ dưới từ hơn không không.,88894000,Rejected,Bank Transfer
EXP0000545,DEP010,2024-05-12,Research,Bùi Công Ty Tnhh,Rất tại vẫn này giữa từ cũng.,242078000,Pending,Cash
EXP0000546,DEP014,2022-08-05,Research,Đặng Và Nguyễn Công Ty Hợp Danh,Được nhưng nơi đó đã này trong tôi.,417043000,Approved,Bank Transfer
EXP0000547,DEP003,2025-05-14,Scholarship,Lê Công Ty Hợp Danh,Từ này như như đúng rất sẽ.,218804000,Pending,Cash
EXP0000548,DEP011,2025-01-19,Scholarship,Vũ Công Ty Cổ Phần,Đang đến tại hơn tôi cho vì hơn.,27047000,Pending,Corporate Card
EXP0000549,DEP019,2022-10-09,Research,Lê Và Dương Công Ty Trách Nhiệm Hữu Hạn,Vài về giống nếu.,299913000,Rejected,Bank Transfer
EXP0000550,DEP001,2025-10-12,Research,Bùi Trần Tập Đoàn,Với lớn thì thế số đang giữa.,368649000,Approved,Corporate Card
EXP0000551,DEP009,2022-02-09,Marketing,Phạm Công Ty Trách Nhiệm Hữu Hạn,Dưới cách để mỗi thế.,189472000,Rejected,Bank Transfer
EXP0000552,DEP020,2025-03-20,Office Supplies,Bùi Và Nguyễn Công Ty Cổ Phần,Mỗi tại với trong sau bên thế hoặc nhiều.,15756000,Pending,Cash
EXP0000553,DEP007,2022-09-02,Marketing,Mai Và Đối Tác Công Ty Tnhh,Của của và không với như.,70402000,Pending,Cash
EXP0000554,DEP002,2023-02-17,Utilities,Đặng Phạm Công Ty Tnhh,Cho nào mỗi khiến.,94602000,Pending,Corporate Card
EXP0000555,DEP001,2023-12-06,Marketing,Vũ Doanh Nghiệp Tư Nhân,Trong như mỗi cũng vài này.,49262000,Rejected,Cash
EXP0000556,DEP013,2025-07-03,Salary,Vũ Công Ty Tnhh Mtv,Nhưng này nếu làm tôi giữa điều.,676128000,Pending,Cash
EXP0000557,DEP017,2022-07-02,Office Supplies,Nguyễn Vũ Doanh Nghiệp Tư Nhân,Cũng như từng về nào đến cũng.,5349000,Approved,Bank Transfer
EXP0000558,DEP006,2026-03-02,Salary,Đặng Tập Đoàn,Như của trong thế số để giống chưa.,776089000,Approved,Cash
EXP0000559,DEP019,2022-11-30,Equipment,Mai Và Đối Tác Công Ty Hợp Danh,Hơn đó nếu cũng thế vẫn.,299743000,Pending,Bank Transfer
EXP0000560,DEP004,2022-09-27,Maintenance,Lê Và Vũ Doanh Nghiệp Tư Nhân,Số giữa với đó.,120074000,Approved,Cash
EXP0000561,DEP003,2026-01-01,Marketing,Trần Công Ty Tnhh Mtv,Để vài sẽ và đến.,55509000,Rejected,Cash
EXP0000562,DEP008,2026-05-07,Scholarship,Dương Và Bùi Công Ty Hợp Danh,Cũng gần nhiều như về như gần tại số.,83716000,Rejected,Bank Transfer
EXP0000563,DEP017,2022-08-15,Utilities,Mai Và Đối Tác Công Ty Tnhh Mtv,Chưa đã nhưng trong nhiều đi hoặc vẫn vì.,33205000,Rejected,Bank Transfer
EXP0000564,DEP011,2024-04-01,Marketing,Vũ Công Ty Tnhh,Chưa hoặc dưới giống cái tại trong sẽ tại.,159857000,Approved,Cash
EXP0000565,DEP019,2023-04-03,Salary,Bùi Trần Công Ty Tnhh,Với hơn của theo.,313544000,Approved,Cash
EXP0000566,DEP011,2024-05-16,Marketing,Bùi Công Ty Cổ Phần,Một cũng để được nếu vẫn vậy.,193243000,Pending,Bank Transfer
EXP0000567,DEP012,2022-12-06,Utilities,Bùi Và Hoàng Công Ty Trách Nhiệm Hữu Hạn,Từ không và tự của.,65439000,Rejected,Cash
EXP0000568,DEP018,2024-06-26,Equipment,Đặng Và Dương Công Ty Trách Nhiệm Hữu Hạn,Như vẫn số mỗi.,73613000,Rejected,Bank Transfer
EXP0000569,DEP012,2025-02-02,Research,Trần Và Trần Công Ty Trách Nhiệm Hữu Hạn,Thay từng dưới rất số trong bên hơn.,300579000,Rejected,Bank Transfer
EXP0000570,DEP018,2026-06-07,Utilities,Đặng Và Đặng Doanh Nghiệp Tư Nhân,Trong đã và thì đang này cho.,56429000,Approved,Bank Transfer
EXP0000571,DEP013,2024-07-10,Marketing,Vũ Mai Công Ty Trách Nhiệm Hữu Hạn,Sẽ để khi tại.,40503000,Pending,Corporate Card
EXP0000572,DEP014,2025-08-18,Scholarship,Đặng Và Nguyễn Công Ty Cổ Phần,Một khi nhiều từ.,235336000,Pending,Cash
EXP0000573,DEP001,2023-09-16,Equipment,Hoàng Và Vũ Doanh Nghiệp Tư Nhân,Nơi hoặc đang đến dưới tại như.,148646000,Rejected,Bank Transfer
EXP0000574,DEP007,2024-05-03,Research,Nguyễn Và Đối Tác Công Ty Tnhh Mtv,Giống để đi của mỗi một như tôi hơn.,136570000,Pending,Corporate Card
EXP0000575,DEP006,2024-11-20,Research,Lê Và Bùi Doanh Nghiệp Tư Nhân,Cho cái cách có về có vẫn được.,369623000,Approved,Cash
EXP0000576,DEP020,2024-04-13,Office Supplies,Bùi Và Đối Tác Công Ty Tnhh Mtv,Của đi đó theo hơn rất thay.,20393000,Pending,Cash
EXP0000577,DEP006,2025-03-14,Salary,Phạm Và Vũ Công Ty Cổ Phần,Không và chỉ giống số.,399192000,Rejected,Cash
EXP0000578,DEP016,2025-08-21,Scholarship,Nguyễn Mai Công Ty Tnhh,Đã và tôi và.,88422000,Pending,Corporate Card
EXP0000579,DEP001,2023-01-05,Research,Bùi Và Lê Công Ty Trách Nhiệm Hữu Hạn,Hoặc vì như điều khiến.,298359000,Rejected,Corporate Card
EXP0000580,DEP011,2025-10-23,Salary,Dương Doanh Nghiệp Tư Nhân,Đi như lớn mà.,463568000,Pending,Bank Transfer
EXP0000581,DEP012,2024-01-12,Maintenance,Hoàng Và Bùi Tập Đoàn,Làm rất làm từ điều.,136317000,Rejected,Corporate Card
EXP0000582,DEP009,2024-03-26,Research,Đặng Và Đối Tác Công Ty Tnhh,Này thì đến lớn khiến thế để là gần.,336947000,Pending,Cash
EXP0000583,DEP012,2022-01-16,Equipment,Lê Công Ty Tnhh,Trong đang lớn chỉ vì nào không.,199682000,Approved,Bank Transfer
EXP0000584,DEP017,2025-09-26,Scholarship,Dương Công Ty Cổ Phần,Chỉ trong như được.,125487000,Rejected,Cash
EXP0000585,DEP007,2024-09-25,Salary,Lê Công Ty Tnhh Mtv,Của từng mỗi giữa của từ đó.,381317000,Approved,Corporate Card
EXP0000586,DEP006,2023-09-03,Equipment,Lê Nguyễn Công Ty Tnhh Mtv,Hơn từ đó nào để.,47915000,Approved,Corporate Card
EXP0000587,DEP009,2022-02-27,Scholarship,Trần Hoàng Công Ty Cổ Phần,Hoặc đến vẫn mỗi hoặc sau từ cũng trong.,178098000,Rejected,Corporate Card
EXP0000588,DEP018,2025-12-15,Maintenance,Mai Công Ty Tnhh Mtv,Tôi để để trong.,39980000,Pending,Cash
EXP0000589,DEP012,2025-06-21,Equipment,Vũ Và Đối Tác Công Ty Tnhh,Về nơi số người cũng người cũng mỗi.,374469000,Rejected,Bank Transfer
EXP0000590,DEP012,2023-05-19,Maintenance,Mai Công Ty Trách Nhiệm Hữu Hạn,Trong là rất vì trong tại đúng.,75331000,Approved,Corporate Card
EXP0000591,DEP009,2024-08-26,Office Supplies,Phạm Và Đối Tác Tập Đoàn,Về hơn có từ đi sẽ các.,28258000,Pending,Bank Transfer
EXP0000592,DEP020,2022-02-02,Marketing,Mai Công Ty Trách Nhiệm Hữu Hạn,Đó nhiều có vài cũng nơi.,40273000,Approved,Bank Transfer
EXP0000593,DEP003,2024-08-25,Marketing,Mai Phạm Công Ty Hợp Danh,Có chưa mà như chỉ chưa.,186415000,Approved,Bank Transfer
EXP0000594,DEP005,2022-12-18,Maintenance,Trần Và Mai Tập Đoàn,Rất hơn từng theo trong để không hơn.,84703000,Approved,Corporate Card
EXP0000595,DEP010,2023-01-20,Equipment,Vũ Công Ty Trách Nhiệm Hữu Hạn,Được số cho trong.,169044000,Pending,Cash
EXP0000596,DEP018,2024-05-15,Utilities,Vũ Đặng Doanh Nghiệp Tư Nhân,Tại như một như cũng giống về nhiều các.,29727000,Approved,Cash
EXP0000597,DEP016,2025-04-26,Utilities,Lê Và Đối Tác Công Ty Cổ Phần,Tại tự cũng trong hơn về vẫn.,26725000,Approved,Bank Transfer
EXP0000598,DEP001,2026-01-25,Salary,Bùi Và Lê Công Ty Trách Nhiệm Hữu Hạn,Nếu tự cách như.,435679000,Pending,Bank Transfer
EXP0000599,DEP008,2026-01-22,Maintenance,Trần Công Ty Trách Nhiệm Hữu Hạn,Từ với từng nhưng.,118985000,Pending,Cash
EXP0000600,DEP012,2022-09-24,Office Supplies,Trần Và Lê Công Ty Hợp Danh,Giống cũng cho của cái chưa.,19163000,Pending,Cash
EXP0000601,DEP012,2024-09-16,Marketing,Vũ Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Là khi từ để thì cho.,143512000,Approved,Cash
EXP0000602,DEP014,2023-05-27,Marketing,Đặng Công Ty Tnhh,Gần của mỗi này.,22250000,Pending,Corporate Card
EXP0000603,DEP003,2025-08-13,Marketing,Bùi Và Lê Doanh Nghiệp Tư Nhân,Đúng tại đó tại và là người khi với.,145783000,Rejected,Cash
EXP0000604,DEP011,2026-06-30,Marketing,Mai Và Nguyễn Công Ty Tnhh,Của giống cách như sẽ.,31432000,Approved,Corporate Card
EXP0000605,DEP005,2024-08-27,Equipment,Bùi Và Vũ Công Ty Cổ Phần,Làm tự hơn khiến về để.,377461000,Pending,Cash
EXP0000606,DEP007,2024-06-25,Utilities,Đặng Lê Công Ty Tnhh,Cái của cũng của.,65518000,Rejected,Bank Transfer
EXP0000607,DEP015,2025-08-18,Scholarship,Phạm Và Đối Tác Công Ty Tnhh Mtv,Cái là chưa với giữa vẫn để làm có.,139136000,Rejected,Corporate Card
EXP0000608,DEP016,2023-06-21,Office Supplies,Bùi Doanh Nghiệp Tư Nhân,Của thế vậy nhiều giống vẫn.,28557000,Approved,Corporate Card
EXP0000609,DEP019,2025-07-19,Salary,Lê Và Đặng Công Ty Tnhh Mtv,Với từ nào đúng tự hơn mỗi.,853043000,Approved,Bank Transfer
EXP0000610,DEP004,2025-07-27,Office Supplies,Phạm Mai Công Ty Cổ Phần,Lớn sau đã cách vẫn mỗi gần cũng.,5350000,Rejected,Bank Transfer
EXP0000611,DEP002,2023-03-08,Scholarship,Mai Và Dương Công Ty Tnhh Mtv,Có để tự đang trong giữa dưới cũng.,144093000,Pending,Cash
EXP0000612,DEP020,2025-05-03,Marketing,Mai Và Đặng Công Ty Tnhh,Nhưng nếu cách giữa đi điều.,152120000,Rejected,Cash
EXP0000613,DEP003,2026-06-08,Salary,Mai Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Này bạn để đi bạn đi hơn.,812251000,Approved,Corporate Card
EXP0000614,DEP012,2026-07-19,Maintenance,Bùi Và Phạm Công Ty Cổ Phần,Nhiều cho tại hoặc là một từ.,95787000,Rejected,Bank Transfer
EXP0000615,DEP007,2023-07-08,Maintenance,Mai Và Đối Tác Công Ty Tnhh Mtv,Với thì như giữa cách.,82047000,Pending,Bank Transfer
EXP0000616,DEP009,2024-09-08,Scholarship,Trần Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Với mà này là hơn đi là cái.,58256000,Rejected,Corporate Card
EXP0000617,DEP016,2022-04-19,Office Supplies,Đặng Công Ty Tnhh,Của hơn là bên trong là hơn số.,12122000,Approved,Corporate Card
EXP0000618,DEP001,2023-09-29,Office Supplies,Nguyễn Đặng Doanh Nghiệp Tư Nhân,Được vài rất đúng đến đang dưới của.,14478000,Rejected,Cash
EXP0000619,DEP016,2025-11-29,Maintenance,Trần Công Ty Trách Nhiệm Hữu Hạn,Giống cái cũng thế này người lớn cách.,40285000,Approved,Cash
EXP0000620,DEP014,2025-09-29,Office Supplies,Phạm Công Ty Trách Nhiệm Hữu Hạn,Tự sau từng tự chưa của chỉ khiến để.,10522000,Approved,Corporate Card
EXP0000621,DEP018,2026-01-26,Office Supplies,Đặng Hoàng Công Ty Tnhh Mtv,Bên khi tại như nhiều.,13752000,Rejected,Cash
EXP0000622,DEP018,2025-11-20,Maintenance,Dương Và Đối Tác Tập Đoàn,Dưới từ bên lớn để nếu dưới.,12229000,Approved,Bank Transfer
EXP0000623,DEP020,2022-03-21,Marketing,Vũ Và Đối Tác Công Ty Cổ Phần,Số người hơn như.,130323000,Approved,Corporate Card
EXP0000624,DEP002,2025-09-05,Utilities,Dương Doanh Nghiệp Tư Nhân,Để bạn người như hơn nhiều được để.,26430000,Pending,Cash
EXP0000625,DEP016,2024-08-10,Maintenance,Đặng Dương Công Ty Tnhh Mtv,Trong thay được sau sẽ tại về tự.,82195000,Approved,Cash
EXP0000626,DEP019,2026-07-15,Maintenance,Nguyễn Và Dương Công Ty Tnhh Mtv,Rất chỉ hơn thay vài giữa.,83282000,Rejected,Corporate Card
EXP0000627,DEP016,2022-03-21,Maintenance,Dương Mai Công Ty Hợp Danh,Gần đến người về này này trong của cũng.,119430000,Pending,Bank Transfer
EXP0000628,DEP010,2026-02-01,Research,Vũ Công Ty Trách Nhiệm Hữu Hạn,Nơi khi đúng khi với khiến.,140898000,Pending,Bank Transfer
EXP0000629,DEP014,2024-10-10,Salary,Mai Và Nguyễn Tập Đoàn,Đến thay có gần lớn vì đúng.,866257000,Approved,Bank Transfer
EXP0000630,DEP003,2022-05-09,Office Supplies,Trần Và Vũ Công Ty Tnhh Mtv,Mỗi này như vài nhiều đến cho số.,17501000,Approved,Corporate Card
EXP0000631,DEP009,2023-11-06,Maintenance,Phạm Bùi Công Ty Hợp Danh,Nào vẫn như đã chưa trong.,54228000,Rejected,Cash
EXP0000632,DEP012,2024-10-31,Office Supplies,Dương Và Bùi Tập Đoàn,Khiến nhưng với là để chỉ bạn nhiều.,15967000,Approved,Cash
EXP0000633,DEP001,2026-03-27,Utilities,Phạm Công Ty Trách Nhiệm Hữu Hạn,Sau để số nhiều.,21598000,Approved,Cash
EXP0000634,DEP018,2022-07-31,Research,Bùi Công Ty Cổ Phần,Bên tại rất bên vẫn tôi cho cái từ.,353412000,Rejected,Cash
EXP0000635,DEP011,2024-02-19,Marketing,Phạm Lê Công Ty Trách Nhiệm Hữu Hạn,Như tôi của nhiều nào các được nhiều.,183023000,Pending,Cash
EXP0000636,DEP005,2022-04-27,Scholarship,Nguyễn Công Ty Tnhh,Từng này trong tự làm hoặc trong nếu.,245253000,Pending,Cash
EXP0000637,DEP001,2025-02-07,Scholarship,Dương Và Vũ Doanh Nghiệp Tư Nhân,Rất bạn của từ rất rất cách dưới.,149176000,Rejected,Corporate Card
EXP0000638,DEP005,2023-10-13,Salary,Đặng Công Ty Trách Nhiệm Hữu Hạn,Các khiến đi vài như vẫn lớn lớn như.,518959000,Rejected,Corporate Card
EXP0000639,DEP005,2024-06-10,Marketing,Phạm Công Ty Tnhh,Nếu nhưng hoặc đúng vài trong một.,61077000,Rejected,Corporate Card
EXP0000640,DEP011,2022-11-04,Maintenance,Bùi Và Đối Tác Tập Đoàn,Giống số giữa cũng được như.,85054000,Pending,Cash
EXP0000641,DEP019,2022-08-28,Utilities,Trần Và Trần Công Ty Cổ Phần,Vẫn này thì có có bên một.,13529000,Approved,Cash
EXP0000642,DEP007,2022-03-13,Salary,Vũ Công Ty Cổ Phần,Gần cái đó chưa có một.,521387000,Pending,Corporate Card
EXP0000643,DEP007,2023-08-03,Scholarship,Dương Doanh Nghiệp Tư Nhân,Giống khi và chỉ sau hơn.,5896000,Rejected,Corporate Card
EXP0000644,DEP015,2022-09-26,Office Supplies,Trần Và Đối Tác Công Ty Hợp Danh,Khi đến để có các.,7242000,Approved,Cash
EXP0000645,DEP001,2023-05-21,Office Supplies,Trần Tập Đoàn,Lớn vẫn thay có đi theo của và được.,17008000,Approved,Cash
EXP0000646,DEP006,2026-03-25,Maintenance,Mai Đặng Công Ty Hợp Danh,Thì như từ một tự khi.,93328000,Pending,Cash
EXP0000647,DEP009,2024-04-12,Utilities,Nguyễn Và Đối Tác Công Ty Tnhh Mtv,Như như vậy trong.,26805000,Approved,Cash
EXP0000648,DEP015,2022-08-01,Equipment,Lê Và Phạm Tập Đoàn,Trong khiến gần trong mỗi bên nhiều cũng.,274285000,Pending,Corporate Card
EXP0000649,DEP005,2024-07-31,Office Supplies,Dương Và Hoàng Tập Đoàn,Đúng hoặc cái bạn điều cách vậy.,4020000,Pending,Corporate Card
EXP0000650,DEP009,2024-06-23,Maintenance,Phạm Và Đối Tác Công Ty Hợp Danh,Từ để mỗi nơi.,86850000,Approved,Bank Transfer
EXP0000651,DEP015,2025-03-14,Salary,Lê Và Bùi Doanh Nghiệp Tư Nhân,Đến vài dưới đang với cách.,452325000,Pending,Corporate Card
EXP0000652,DEP005,2025-05-21,Marketing,Vũ Và Đối Tác Công Ty Trách Nhiệm Hữu Hạn,Như hơn của của lớn hơn cái thế.,34240000,Pending,Bank Transfer
EXP0000653,DEP015,2022-09-26,Salary,Phạm Và Đối Tác Công Ty Tnhh Mtv,Cách cũng trong này hơn trong khiến.,556333000,Pending,Cash
EXP0000654,DEP018,2025-03-01,Equipment,Lê Mai Công Ty Trách Nhiệm Hữu Hạn,Vậy để rất được chưa trong.,152792000,Pending,Corporate Card
EXP0000655,DEP009,2023-08-28,Salary,Mai Và Đối Tác Tập Đoàn,Cái trong hơn trong giống bên đã khi.,703829000,Approved,Bank Transfer
EXP0000656,DEP017,2024-06-02,Office Supplies,Mai Và Đối Tác Công Ty Tnhh,Khi là mỗi vậy.,8475000,Approved,Corporate Card
EXP0000657,DEP003,2024-12-22,Utilities,Dương Và Phạm Công Ty Tnhh,Số và bạn này điều.,77035000,Approved,Cash
