Expense_ID,Department_ID,Expense_Date,Expense_Category,Vendor_Name,Description,Amount,Approval_Status,Payment_Method
EXP0000481,DEP007,18/03/2024,Utilities,Phạm và Bùi Công ty Trách nhiệm hữu hạn,Mà vẫn điều của.,91995000,Rejected,Bank Transfer
EXP0000482,DEP014,2026-03-26,Maintenance,Phạm Lê Công ty TNHH,Tôi trong cái để cho vì nhưng.,5059000,Pending,Corporate Card
EXP0000483,DEP013,2023-01-16,Scholarship,Lê Tập Đoàn,Số từ vẫn của người thay như khi số.,32204000,Pending,Cash
EXP0000484,DEP007,2024-09-01,Office Supplies,Phạm Mai Công ty TNHH MTV,Nơi vì chưa và để hoặc các.,27389000,Approved,Cash
EXP0000485,DEP012,2024-09-29,Research,Vũ và Vũ Tập Đoàn,Của có đã vì cách.,219917000,Approved,Bank Transfer
EXP0000486,DEP010,2025-11-10,Scholarship,Phạm và đối tác Công ty Hợp danh,Hơn hoặc cho nơi sẽ.,166774000,Pending,Corporate Card
EXP0000487,DEP013,2025-05-01,Maintenance,Vũ và Bùi Công ty Trách nhiệm hữu hạn,Gần như của đã từng hơn như các về.,67616000,Pending,Corporate Card
EXP0000488,DEP014,2026-05-30,Research,Phạm Trần Công ty Hợp danh,Nào là thì không từ để này để.,379643000,Rejected,Bank Transfer
EXP0000489,DEP019,2024-12-26,Salary,Đặng Mai Tập Đoàn,Tự cách tại khiến tại vì nào.,981313000,Rejected,Corporate Card
EXP0000490,DEP002,2023-06-18,Office Supplies,Nguyễn Công ty Hợp danh,Để như cái bạn.,11450000,Rejected,Cash
EXP0000491,DEP017,2023-10-06,Utilities,Bùi Nguyễn Công ty Hợp danh,Như thay hơn thì các thay nhưng là có.,62961000,Approved,Bank Transfer
EXP0000492,DEP012,2023-12-04,Office Supplies,nguyễn nguyễn doanh nghiệp tư nhân,Hơn các và cũng.,23314000,Approved,Bank Transfer
EXP0000493,DEP012,2024-07-24,Office Supplies,Mai Mai Công ty Cổ phần,Cái cho mà như tôi bạn với hoặc thay.,23554000,Pending,Cash
EXP0000494,DEP007,01/08/2026,Salary,Mai Công ty Trách nhiệm hữu hạn,Giữa một mà hơn và.,943647000,Approved,Bank Transfer
EXP0000495,DEP020,2023-10-09,Equipment,Trần và Nguyễn Công ty Cổ phần,Đang theo sau với gần cách tôi khi.,285125000,Approved,Bank Transfer
EXP0000496,DEP006,2023-08-26,Equipment,Trần Tập Đoàn,Vậy chưa vẫn này về từ người trong để.,278812000,Approved,Cash
EXP0000497,DEP012,2024-01-17,Equipment,Dương Phạm Công ty TNHH,Chưa mỗi đến tại và với nơi của.,92629000,Pending,Cash
EXP0000498,DEP010,2022-10-12,Salary,Bùi Công ty TNHH,Tại bên tại nhiều về là.,523477000,Rejected,Corporate Card
EXP0000499,DEP003,2022-09-01,Research,Nguyễn và đối tác Công ty Hợp danh,Mà có rất để thay tại hơn để.,248735000,Rejected,Bank Transfer
EXP0000500,DEP012,2023-06-20,Research,Bùi Công ty Hợp danh,Đi với mỗi nhưng đã có đến đi.,320508000,Approved,Bank Transfer
EXP0000501,DEP019,2024-02-24,Marketing,Phạm Vũ Công ty Trách nhiệm hữu hạn,Có trong của chưa.,87594000,Approved,Cash
EXP0000502,DEP010,2024-08-04,Maintenance,Mai và đối tác Công ty Trách nhiệm hữu hạn,Khi như giống hơn giống cũng có tại.,117954000,Approved,Corporate Card
EXP0000503,DEP007,2024-02-23,Office Supplies,Phạm Hoàng Công ty Trách nhiệm hữu hạn,Nơi của nào cũng không chưa trong thế cái.,21288000,Pending,Corporate Card
EXP0000504,DEP015,2025-08-15,Equipment,Hoàng và đối tác Công ty Hợp danh,Từng là như để nào trong đó mà với.,377914000,Rejected,Corporate Card
EXP0000505,DEP012,2025-07-31,Equipment,Trần và đối tác Doanh nghiệp tư nhân,Chỉ vì có như để.,46870000,Rejected,Bank Transfer
EXP0000506,DEP007,2025-02-24,Scholarship,Dương và đối tác Công ty Trách nhiệm hữu hạn,Làm nhưng số với như.,44229000,Approved,Corporate Card
EXP0000507,DEP017,2022-03-15,Salary,Bùi Tập Đoàn,Như sau một cũng.,257444000,Rejected,Cash
EXP0000508,DEP018,2022-08-28,Office Supplies,Vũ Trần Công ty Cổ phần,Một như được thì này người tự rất của.,27623000,Approved,Bank Transfer
EXP0000509,DEP014,2022-03-02,Scholarship,Đặng và Nguyễn Công ty Cổ phần,Như số như thì nhiều sau trong có.,17179000,Rejected,Bank Transfer
EXP0000510,DEP005,2023-10-03,Research,Lê Công ty Hợp danh,Không gần giống trong tôi thay nếu tại.,353772000,Approved,Corporate Card
EXP0000511,DEP012,2025-07-17,Scholarship,Đặng và Nguyễn Công ty TNHH MTV,Bên với đi từ đến theo vài.,73978000,Pending,Bank Transfer
EXP0000512,DEP001,2024-11-02,Utilities,Trần Công ty Cổ phần,Chưa như là từ điều.,13866000,Approved,Cash
EXP0000513,DEP008,2022-08-16,Maintenance,Trần Công ty Trách nhiệm hữu hạn,Nhưng từng như sẽ từ.,52139000,Approved,Corporate Card
EXP0000514,DEP012,2025-12-26,Office Supplies,Phạm và đối tác Công ty Hợp danh,Sau cái vẫn có của.,23063000,Rejected,Cash
EXP0000515,DEP015,2025-03-13,Salary,Hoàng Hoàng Doanh nghiệp tư nhân,Khiến theo không số với với làm cách sẽ.,520689000,Rejected,Corporate Card
EXP0000516,DEP017,2022-10-05,Office Supplies,Nguyễn Công ty Trách nhiệm hữu hạn,Không cũng vì hơn gần.,19303000,Rejected,Bank Transfer
EXP0000517,DEP020,2026-01-28,Utilities,Mai và Đặng Công ty TNHH MTV,Vậy điều từ theo các đến với.,61732000,Pending,Corporate Card
EXP0000518,DEP008,2025-01-06,Marketing,Dương Phạm Công ty Hợp danh,Số gần một của hoặc.,115708000,Rejected,Cash
EXP0000519,DEP013,2022-04-21,Office Supplies,Bùi và đối tác Công ty Hợp danh,Của số thay có trong thì của.,16651000,Pending,Corporate Card
EXP0000520,DEP010,2022-05-27,Utilities,Trần Công ty Hợp danh,Như có từng sẽ.,36812000,Pending,Bank Transfer
EXP0000521,DEP011,2022-11-19,Marketing,Nguyễn và Mai Công ty TNHH MTV,Bên đúng như của để và đang.,68076000,Rejected,Cash
EXP0000522,DEP003,2024-07-09,Utilities,Hoàng Dương Công ty Hợp danh,Hơn gần đi của.,25942000,Approved,Bank Transfer
EXP0000523,DEP013,2025-06-05,Marketing,Phạm Dương Công ty TNHH,Không vài bạn cũng thì của như.,34339000,Rejected,Corporate Card
EXP0000524,DEP012,2024-02-21,Utilities,Bùi Vũ Công ty TNHH MTV,Thế của như của thế.,87813000,Pending,Corporate Card
EXP0000525,DEP006,2022-10-31,Office Supplies,Hoàng và đối tác Công ty Trách nhiệm hữu hạn,Giữa thay mà là.,29539000,Pending,Corporate Card
EXP0000526,DEP008,2025-08-03,Scholarship,Phạm và Hoàng Công ty Hợp danh,Có nhưng cái từ nơi cho.,287519000,Pending,Bank Transfer
EXP0000527,DEP005,2022-06-04,Office Supplies,Phạm và đối tác Tập Đoàn,Chưa của vậy sau rất mà.,14186000,Pending,Cash
EXP0000528,DEP004,2024-04-09,Scholarship,Đặng và đối tác Công ty TNHH,Làm như một tại trong.,44606000,Pending,Bank Transfer
EXP0000529,DEP014,2026-02-01,Utilities,LÊ DOANH NGHIỆP TƯ NHÂN,Này chưa của số khiến.,7516000,Approved,Bank Transfer
EXP0000530,DEP019,2022-06-12,Office Supplies,Đặng Công ty TNHH MTV,Đến nhưng vậy từ cũng để được bạn tự.,23485000,Approved,Bank Transfer
EXP0000531,DEP014,2022-02-02,Maintenance,Hoàng và Vũ Công ty TNHH,Giữa như gần trong giống hơn.,63993000,Approved,Bank Transfer
EXP0000532,DEP016,2024-07-11,Marketing,Dương Doanh nghiệp tư nhân,Như trong để tại tại với đúng sẽ cái.,181310000,Rejected,Bank Transfer
EXP0000533,DEP005,2026-07-14,Research,Hoàng Nguyễn Công ty Trách nhiệm hữu hạn,Đi vài trong điều của dưới.,419067000,Rejected,Corporate Card
EXP0000534,DEP005,2025-07-17,Salary,Mai Công ty TNHH,Như mỗi từ dưới hơn như như.,376992000,Pending,Corporate Card
EXP0000535,DEP005,2023-07-13,Office Supplies,Đặng Dương Tập Đoàn,Sẽ của nơi đúng tại.,8071000,Pending,Cash
EXP0000536,DEP005,2022-01-06,Utilities,Vũ Tập Đoàn,Nhiều với nơi và tại bạn nhưng của.,20345000,Pending,Corporate Card
EXP0000537,DEP006,05/12/2023,Maintenance,Lê và đối tác Công ty TNHH,Đúng tại chưa có không.,14129000,Approved,Corporate Card
EXP0000538,DEP009,2022-09-03,Marketing,Trần Công ty Trách nhiệm hữu hạn,Như thay trong đã từ đến như cho từ.,38487000,Pending,Corporate Card
EXP0000539,DEP016,2022-08-03,Office Supplies,Lê Công ty TNHH,Cho làm thì hơn được đúng tại từng.,21285000,Rejected,Bank Transfer
EXP0000540,DEP015,2024-05-18,Research,Phạm và Dương Công ty Trách nhiệm hữu hạn,Sau vẫn tại về không là khi.,194051000,Pending,Cash
EXP0000541,DEP012,2026-05-04,Research,Lê và đối tác Công ty TNHH MTV,Như mỗi nào tôi khiến làm hơn.,140860000,Pending,Bank Transfer
EXP0000542,DEP004,07/10/2023,Salary,Bùi Hoàng Công ty Cổ phần,Đó cũng thì tự nhưng và.,700891000,Pending,Bank Transfer
EXP0000543,DEP007,2022-02-07,Utilities,Hoàng Công ty TNHH MTV,Trong dưới tự thì tôi nếu chưa này như.,79643000,Rejected,Cash
EXP0000544,DEP020,2023-05-22,Maintenance,Hoàng Công ty TNHH,Đang như sẽ dưới từ hơn không không.,88894000,Rejected,Bank Transfer
EXP0000545,DEP010,2024-05-12,Research,Bùi Công ty TNHH,Rất tại vẫn này giữa từ cũng.,242078000,Pending,Cash
EXP0000546,DEP014,2022-08-05,Research,Đặng và Nguyễn Công ty Hợp danh,Được nhưng nơi đó đã này trong tôi.,417043000,Approved,Bank Transfer
EXP0000547,DEP003,2025-05-14,Scholarship,Lê Công ty Hợp danh,Từ này như như đúng rất sẽ.,218804000,Pending,Cash
EXP0000548,DEP011,2025-01-19,Scholarship,Vũ Công ty Cổ phần,Đang đến tại hơn tôi cho vì hơn.,27047000,Pending,Corporate Card
EXP0000549,DEP019,2022-10-09,Research,Lê và Dương Công ty Trách nhiệm hữu hạn,Vài về giống nếu.,299913000,Rejected,Bank Transfer
EXP0000550,DEP001,2025-10-12,Research,bùi trần tập đoàn,Với lớn thì thế số đang giữa.,368649000,Approved,Corporate Card
EXP0000551,DEP009,2022-02-09,Marketing,Phạm Công ty Trách nhiệm hữu hạn,Dưới cách để mỗi thế.,189472000,Rejected,Bank Transfer
EXP0000552,DEP020,2025-03-20,Office Supplies,Bùi và Nguyễn Công ty Cổ phần,Mỗi tại với trong sau bên thế hoặc nhiều.,15756000,Pending,Cash
EXP0000553,DEP007,2022-09-02,Marketing,mai và đối tác công ty tnhh,Của của và không với như.,70402000,Pending,Cash
EXP0000554,DEP002,2023-02-17,Utilities,Đặng Phạm Công ty TNHH,Cho nào mỗi khiến.,94602000,Pending,Corporate Card
EXP0000555,DEP001,2023-12-06,Marketing,Vũ Doanh nghiệp tư nhân,Trong như mỗi cũng vài này.,49262000,Rejected,Cash
EXP0000556,DEP013,2025-07-03,Salary,Vũ Công ty TNHH MTV,Nhưng này nếu làm tôi giữa điều.,676128000,Pending,Cash
EXP0000557,DEP017,2022-07-02,Office Supplies,Nguyễn Vũ Doanh nghiệp tư nhân,Cũng như từng về nào đến cũng.,5349000,Approved,Bank Transfer
EXP0000558,DEP006,2026-03-02,Salary,Đặng Tập Đoàn,Như của trong thế số để giống chưa.,776089000,Approved,Cash
EXP0000559,DEP019,2022-11-30,Equipment,Mai và đối tác Công ty Hợp danh,Hơn đó nếu cũng thế vẫn.,299743000,Pending,Bank Transfer
EXP0000560,DEP004,2022-09-27,Maintenance,Lê và Vũ Doanh nghiệp tư nhân,Số giữa với đó.,120074000,Approved,Cash
EXP0000561,DEP003,2026-01-01,Marketing,Trần Công ty TNHH MTV,Để vài sẽ và đến.,55509000,Rejected,Cash
EXP0000562,DEP008,2026-05-07,Scholarship,Dương và Bùi Công ty Hợp danh,Cũng gần nhiều như về như gần tại số.,83716000,Rejected,Bank Transfer
EXP0000563,DEP017,2022-08-15,Utilities,Mai và đối tác Công ty TNHH MTV,Chưa đã nhưng trong nhiều đi hoặc vẫn vì.,33205000,Rejected,Bank Transfer
EXP0000564,DEP011,2024-04-01,Marketing,Vũ Công ty TNHH,Chưa hoặc dưới giống cái tại trong sẽ tại.,159857000,Approved,Cash
EXP0000565,DEP019,2023-04-03,Salary,Bùi Trần Công ty TNHH,Với hơn của theo.,313544000,Approved,Cash
EXP0000566,DEP011,2024-05-16,Marketing,Bùi Công ty Cổ phần,Một cũng để được nếu vẫn vậy.,193243000,Pending,Bank Transfer
EXP0000567,DEP012,2022-12-06,Utilities,Bùi và Hoàng Công ty Trách nhiệm hữu hạn,Từ không và tự của.,65439000,Rejected,Cash
EXP0000568,DEP018,2024-06-26,Equipment,Đặng và Dương Công ty Trách nhiệm hữu hạn,Như vẫn số mỗi.,73613000,Rejected,Bank Transfer
EXP0000569,DEP012,2025-02-02,Research,Trần và Trần Công ty Trách nhiệm hữu hạn,Thay từng dưới rất số trong bên hơn.,300579000,Rejected,Bank Transfer
EXP0000570,DEP018,2026-06-07,Utilities,  Đặng và Đặng Doanh nghiệp tư nhân   ,Trong đã và thì đang này cho.,56429000,Approved,Bank Transfer
EXP0000571,DEP013,2024-07-10,Marketing,Vũ Mai Công ty Trách nhiệm hữu hạn,Sẽ để khi tại.,40503000,Pending,Corporate Card
EXP0000572,DEP014,2025-08-18,Scholarship,Đặng và Nguyễn Công ty Cổ phần,Một khi nhiều từ.,235336000,Pending,Cash
EXP0000573,DEP001,2023-09-16,Equipment,Hoàng và Vũ Doanh nghiệp tư nhân,Nơi hoặc đang đến dưới tại như.,148646000,Rejected,Bank Transfer
EXP0000574,DEP007,2024-05-03,Research,Nguyễn và đối tác Công ty TNHH MTV,Giống để đi của mỗi một như tôi hơn.,136570000,Pending,Corporate Card
EXP0000575,DEP006,2024-11-20,Research,Lê và Bùi Doanh nghiệp tư nhân,Cho cái cách có về có vẫn được.,369623000,Approved,Cash
EXP0000576,DEP020,2024-04-13,Office Supplies,Bùi và đối tác Công ty TNHH MTV,Của đi đó theo hơn rất thay.,20393000,Pending,Cash
EXP0000577,DEP006,2025-03-14,Salary,Phạm và Vũ Công ty Cổ phần,Không và chỉ giống số.,399192000,Rejected,Cash
EXP0000578,DEP016,2025-08-21,Scholarship,Nguyễn Mai Công ty TNHH,Đã và tôi và.,88422000,Pending,Corporate Card
EXP0000579,DEP001,2023-01-05,Research,Bùi và Lê Công ty Trách nhiệm hữu hạn,Hoặc vì như điều khiến.,298359000,Rejected,Corporate Card
EXP0000580,DEP011,2025-10-23,Salary,Dương Doanh nghiệp tư nhân,Đi như lớn mà.,463568000,Pending,Bank Transfer
EXP0000581,DEP012,2024-01-12,Maintenance,Hoàng và Bùi Tập Đoàn,Làm rất làm từ điều.,136317000,Rejected,Corporate Card
EXP0000582,DEP009,2024-03-26,Research,Đặng và đối tác Công ty TNHH,Này thì đến lớn khiến thế để là gần.,336947000,Pending,Cash
EXP0000583,DEP012,2022-01-16,Equipment,Lê Công ty TNHH,Trong đang lớn chỉ vì nào không.,199682000,Approved,Bank Transfer
EXP0000584,DEP017,2025-09-26,Scholarship,Dương Công ty Cổ phần,Chỉ trong như được.,125487000,Rejected,Cash
EXP0000585,DEP007,2024-09-25,Salary,Lê Công ty TNHH MTV,Của từng mỗi giữa của từ đó.,381317000,Approved,Corporate Card
EXP0000586,DEP006,2023-09-03,Equipment,Lê Nguyễn Công ty TNHH MTV,Hơn từ đó nào để.,47915000,Approved,Corporate Card
EXP0000587,DEP009,2022-02-27,Scholarship,Trần Hoàng Công ty Cổ phần,Hoặc đến vẫn mỗi hoặc sau từ cũng trong.,178098000,Rejected,Corporate Card
EXP0000588,DEP018,2025-12-15,Maintenance,Mai Công ty TNHH MTV,Tôi để để trong.,39980000,Pending,Cash
EXP0000589,DEP012,2025-06-21,Equipment,Vũ và đối tác Công ty TNHH,Về nơi số người cũng người cũng mỗi.,374469000,Rejected,Bank Transfer
EXP0000590,DEP012,2023-05-19,Maintenance,Mai Công ty Trách nhiệm hữu hạn,Trong là rất vì trong tại đúng.,75331000,Approved,Corporate Card
EXP0000591,DEP009,2024-08-26,Office Supplies,Phạm và đối tác Tập Đoàn,Về hơn có từ đi sẽ các.,28258000,Pending,Bank Transfer
EXP0000592,DEP020,2022-02-02,Marketing,Mai Công ty Trách nhiệm hữu hạn,Đó nhiều có vài cũng nơi.,40273000,Approved,Bank Transfer
EXP0000593,DEP003,2024-08-25,Marketing,Mai Phạm Công ty Hợp danh,Có chưa mà như chỉ chưa.,186415000,Approved,Bank Transfer
EXP0000594,DEP005,2022-12-18,Maintenance,Trần và Mai Tập Đoàn,Rất hơn từng theo trong để không hơn.,84703000,Approved,Corporate Card
EXP0000595,DEP010,2023-01-20,Equipment,Vũ Công ty Trách nhiệm hữu hạn,Được số cho trong.,169044000,Pending,Cash
EXP0000596,DEP018,2024-05-15,Utilities,Vũ Đặng Doanh nghiệp tư nhân,Tại như một như cũng giống về nhiều các.,29727000,Approved,Cash
EXP0000597,DEP016,2025-04-26,Utilities,Lê và đối tác Công ty Cổ phần,Tại tự cũng trong hơn về vẫn.,26725000,Approved,Bank Transfer
EXP0000598,DEP001,2026-01-25,Salary,Bùi và Lê Công ty Trách nhiệm hữu hạn,Nếu tự cách như.,435679000,Pending,Bank Transfer
EXP0000599,DEP008,2026-01-22,Maintenance,Trần Công ty Trách nhiệm hữu hạn,Từ với từng nhưng.,118985000,Pending,Cash
EXP0000600,DEP012,2022-09-24,Office Supplies,TRẦN VÀ LÊ CÔNG TY HỢP DANH,Giống cũng cho của cái chưa.,19163000,Pending,Cash
EXP0000601,DEP012,2024-09-16,Marketing,Vũ và đối tác Công ty Trách nhiệm hữu hạn,Là khi từ để thì cho.,143512000,Approved,Cash
EXP0000602,DEP014,2023-05-27,Marketing,Đặng Công ty TNHH,Gần của mỗi này.,22250000,Pending,Corporate Card
EXP0000603,DEP003,2025-08-13,Marketing,Bùi và Lê Doanh nghiệp tư nhân,Đúng tại đó tại và là người khi với.,145783000,Rejected,Cash
EXP0000604,DEP011,2026-06-30,Marketing,Mai và Nguyễn Công ty TNHH,Của giống cách như sẽ.,31432000,Approved,Corporate Card
EXP0000605,DEP005,2024-08-27,Equipment,Bùi và Vũ Công ty Cổ phần,Làm tự hơn khiến về để.,377461000,Pending,Cash
EXP0000606,DEP007,2024-06-25,Utilities,Đặng Lê Công ty TNHH,Cái của cũng của.,65518000,Rejected,Bank Transfer
EXP0000607,DEP015,2025-08-18,Scholarship,Phạm và đối tác Công ty TNHH MTV,Cái là chưa với giữa vẫn để làm có.,139136000,Rejected,Corporate Card
EXP0000608,DEP016,2023-06-21,Office Supplies,Bùi Doanh nghiệp tư nhân,Của thế vậy nhiều giống vẫn.,28557000,Approved,Corporate Card
EXP0000609,DEP019,2025-07-19,Salary,Lê và Đặng Công ty TNHH MTV,Với từ nào đúng tự hơn mỗi.,853043000,Approved,Bank Transfer
EXP0000610,DEP004,2025-07-27,Office Supplies,Phạm Mai Công ty Cổ phần,Lớn sau đã cách vẫn mỗi gần cũng.,5350000,Rejected,Bank Transfer
EXP0000611,DEP002,2023-03-08,Scholarship,Mai và Dương Công ty TNHH MTV,Có để tự đang trong giữa dưới cũng.,144093000,Pending,Cash
EXP0000612,DEP020,2025-05-03,Marketing,Mai và Đặng Công ty TNHH,Nhưng nếu cách giữa đi điều.,152120000,Rejected,Cash
EXP0000613,DEP003,2026-06-08,Salary,MAI VÀ ĐỐI TÁC CÔNG TY TRÁCH NHIỆM HỮU HẠN,Này bạn để đi bạn đi hơn.,812251000,Approved,Corporate Card
EXP0000614,DEP012,2026-07-19,Maintenance,Bùi và Phạm Công ty Cổ phần,Nhiều cho tại hoặc là một từ.,95787000,Rejected,Bank Transfer
EXP0000615,DEP007,2023-07-08,Maintenance,Mai và đối tác Công ty TNHH MTV,Với thì như giữa cách.,82047000,Pending,Bank Transfer
EXP0000616,DEP009,2024-09-08,Scholarship,Trần và đối tác Công ty Trách nhiệm hữu hạn,Với mà này là hơn đi là cái.,58256000,Rejected,Corporate Card
EXP0000617,DEP016,2022-04-19,Office Supplies,Đặng Công ty TNHH,Của hơn là bên trong là hơn số.,12122000,Approved,Corporate Card
EXP0000618,DEP001,2023-09-29,Office Supplies,Nguyễn Đặng Doanh nghiệp tư nhân,Được vài rất đúng đến đang dưới của.,14478000,Rejected,Cash
EXP0000619,DEP016,2025-11-29,Maintenance,Trần Công ty Trách nhiệm hữu hạn,Giống cái cũng thế này người lớn cách.,40285000,Approved,Cash
EXP0000620,DEP014,2025-09-29,Office Supplies,Phạm Công ty Trách nhiệm hữu hạn,Tự sau từng tự chưa của chỉ khiến để.,10522000,Approved,Corporate Card
EXP0000621,DEP018,2026-01-26,Office Supplies,Đặng Hoàng Công ty TNHH MTV,Bên khi tại như nhiều.,13752000,Rejected,Cash
EXP0000622,DEP018,2025-11-20,Maintenance,Dương và đối tác Tập Đoàn,Dưới từ bên lớn để nếu dưới.,12229000,Approved,Bank Transfer
EXP0000623,DEP020,2022-03-21,Marketing,Vũ và đối tác Công ty Cổ phần,Số người hơn như.,130323000,Approved,Corporate Card
EXP0000624,DEP002,2025-09-05,Utilities,Dương Doanh nghiệp tư nhân,Để bạn người như hơn nhiều được để.,26430000,Pending,Cash
EXP0000625,DEP016,2024-08-10,Maintenance,Đặng Dương Công ty TNHH MTV,Trong thay được sau sẽ tại về tự.,82195000,Approved,Cash
EXP0000626,DEP019,2026-07-15,Maintenance,Nguyễn và Dương Công ty TNHH MTV,Rất chỉ hơn thay vài giữa.,83282000,Rejected,Corporate Card
EXP0000627,DEP016,2022-03-21,Maintenance,Dương Mai Công ty Hợp danh,Gần đến người về này này trong của cũng.,119430000,Pending,Bank Transfer
EXP0000628,DEP010,2026-02-01,Research,Vũ Công ty Trách nhiệm hữu hạn,Nơi khi đúng khi với khiến.,140898000,Pending,Bank Transfer
EXP0000629,DEP014,2024-10-10,Salary,Mai và Nguyễn Tập Đoàn,Đến thay có gần lớn vì đúng.,866257000,Approved,Bank Transfer
EXP0000630,DEP003,2022-05-09,Office Supplies,Trần và Vũ Công ty TNHH MTV,Mỗi này như vài nhiều đến cho số.,17501000,Approved,Corporate Card
EXP0000631,DEP009,2023-11-06,Maintenance,Phạm Bùi Công ty Hợp danh,Nào vẫn như đã chưa trong.,54228000,Rejected,Cash
EXP0000632,DEP012,2024-10-31,Office Supplies,Dương và Bùi Tập Đoàn,Khiến nhưng với là để chỉ bạn nhiều.,15967000,Approved,Cash
EXP0000633,DEP001,2026-03-27,Utilities,Phạm Công ty Trách nhiệm hữu hạn,Sau để số nhiều.,21598000,Approved,Cash
EXP0000634,DEP018,2022-07-31,Research,Bùi Công ty Cổ phần,Bên tại rất bên vẫn tôi cho cái từ.,353412000,Rejected,Cash
EXP0000635,DEP011,2024-02-19,Marketing,Phạm Lê Công ty Trách nhiệm hữu hạn,Như tôi của nhiều nào các được nhiều.,183023000,Pending,Cash
EXP0000636,DEP005,2022-04-27,Scholarship,Nguyễn Công ty TNHH,Từng này trong tự làm hoặc trong nếu.,245253000,Pending,Cash
EXP0000637,DEP001,2025-02-07,Scholarship,Dương và Vũ Doanh nghiệp tư nhân,Rất bạn của từ rất rất cách dưới.,149176000,Rejected,Corporate Card
EXP0000638,DEP005,2023-10-13,Salary,Đặng Công ty Trách nhiệm hữu hạn,Các khiến đi vài như vẫn lớn lớn như.,518959000,Rejected,Corporate Card
EXP0000639,DEP005,2024-06-10,Marketing,Phạm Công ty TNHH,Nếu nhưng hoặc đúng vài trong một.,61077000,Rejected,Corporate Card
EXP0000640,DEP011,2022-11-04,Maintenance,Bùi và đối tác Tập Đoàn,Giống số giữa cũng được như.,85054000,Pending,Cash
EXP0000641,DEP019,2022-08-28,Utilities,Trần và Trần Công ty Cổ phần,Vẫn này thì có có bên một.,13529000,Approved,Cash
EXP0000642,DEP007,2022-03-13,Salary,Vũ Công ty Cổ phần,Gần cái đó chưa có một.,521387000,Pending,Corporate Card
EXP0000643,DEP007,2023-08-03,Scholarship,Dương Doanh nghiệp tư nhân,Giống khi và chỉ sau hơn.,5896000,Rejected,Corporate Card
EXP0000644,DEP015,2022-09-26,Office Supplies,Trần và đối tác Công ty Hợp danh,Khi đến để có các.,7242000,Approved,Cash
EXP0000645,DEP001,2023-05-21,Office Supplies,Trần Tập Đoàn,Lớn vẫn thay có đi theo của và được.,17008000,Approved,Cash
EXP0000646,DEP006,2026-03-25,Maintenance,Mai Đặng Công ty Hợp danh,Thì như từ một tự khi.,93328000,Pending,Cash
EXP0000647,DEP009,2024-04-12,Utilities,Nguyễn và đối tác Công ty TNHH MTV,Như như vậy trong.,26805000,Approved,Cash
EXP0000648,DEP015,2022-08-01,Equipment,Lê và Phạm Tập Đoàn,Trong khiến gần trong mỗi bên nhiều cũng.,274285000,Pending,Corporate Card
EXP0000649,DEP005,2024-07-31,Office Supplies,Dương và Hoàng Tập Đoàn,Đúng hoặc cái bạn điều cách vậy.,4020000,Pending,Corporate Card
EXP0000650,DEP009,2024-06-23,Maintenance,Phạm và đối tác Công ty Hợp danh,Từ để mỗi nơi.,86850000,Approved,Bank Transfer
EXP0000651,DEP015,2025-03-14,Salary,lê và bùi doanh nghiệp tư nhân,Đến vài dưới đang với cách.,452325000,Pending,Corporate Card
EXP0000652,DEP005,2025-05-21,Marketing,Vũ và đối tác Công ty Trách nhiệm hữu hạn,Như hơn của của lớn hơn cái thế.,34240000,Pending,Bank Transfer
EXP0000653,DEP015,2022-09-26,Salary,Phạm và đối tác Công ty TNHH MTV,Cách cũng trong này hơn trong khiến.,556333000,Pending,Cash
EXP0000654,DEP018,2025-03-01,Equipment,  Lê Mai Công ty Trách nhiệm hữu hạn   ,Vậy để rất được chưa trong.,152792000,Pending,Corporate Card
EXP0000655,DEP009,2023-08-28,Salary,Mai và đối tác Tập Đoàn,Cái trong hơn trong giống bên đã khi.,703829000,Approved,Bank Transfer
EXP0000656,DEP017,2024-06-02,Office Supplies,  Mai và đối tác Công ty TNHH   ,Khi là mỗi vậy.,8475000,Approved,Corporate Card
EXP0000657,DEP003,2024-12-22,Utilities,Dương và Phạm Công ty TNHH,Số và bạn này điều.,77035000,Approved,Cash
EXP0000658,DEP016,2026-07-11,Research,Nguyễn và đối tác Công ty Trách nhiệm hữu hạn,Tại như các làm đang nào chưa nhiều được.,466443000,Pending,Corporate Card
EXP0000659,DEP003,2026-05-13,Office Supplies,Hoàng Doanh nghiệp tư nhân,Của của theo thế để của.,25027000,Approved,Corporate Card
EXP0000660,DEP005,2024-01-09,Research,Nguyễn và Phạm Công ty Cổ phần,Để có cũng nhưng sau nào tại.,108222000,Approved,Cash
EXP0000661,DEP018,2024-10-08,Office Supplies,Dương Bùi Công ty Trách nhiệm hữu hạn,Theo cách mỗi để theo của đến thì.,4482000,Rejected,Corporate Card
EXP0000662,DEP007,2022-09-04,Salary,Phạm và đối tác Công ty Cổ phần,Bạn giống để cho làm mà cũng tại.,299817000,Approved,Corporate Card
EXP0000663,DEP010,2023-05-15,Office Supplies,Đặng Hoàng Công ty Trách nhiệm hữu hạn,Tại đó nếu bạn.,21398000,Pending,Cash
EXP0000664,DEP015,2022-07-12,Office Supplies,LÊ TRẦN CÔNG TY TNHH MTV,Trong từng hoặc có theo.,20339000,Rejected,Bank Transfer
