Table_Name,Record_ID,Error_Type,Column_Name,Original_Value,Corrupted_Value,Description
fact_payments,PAY0002844,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-08-05 00:00:00,2024-04-12 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000657,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-04-19 00:00:00,2026-12-10 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003290,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-09-19 00:00:00,2023-07-17 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002203,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-11-10 00:00:00,2024-07-10 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002499,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-05-01 00:00:00,2025-02-26 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002084,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-07-27 00:00:00,2027-05-18 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000864,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-10-20 00:00:00,2025-07-22 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000737,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-04-14 00:00:00,2023-01-14 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002751,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-10-02 00:00:00,2025-06-07 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002262,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-04-30 00:00:00,2026-02-07 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000479,PAYMENT_BEFORE_INVOICE,Payment_Date,2029-01-04 00:00:00,2028-08-13 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001735,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-03-11 00:00:00,2026-11-18 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000831,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-12-23 00:00:00,2024-11-10 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000959,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-08-10 00:00:00,2026-06-23 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001236,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-09-30 00:00:00,2027-07-18 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002035,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-08-28 00:00:00,2027-07-04 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002692,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-01-21 00:00:00,2026-01-07 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001070,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-07-23 00:00:00,2024-04-10 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000369,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-10-28 00:00:00,2025-08-05 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002000,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-02-04 00:00:00,2024-01-07 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000819,PAYMENT_BEFORE_INVOICE,Payment_Date,2029-01-06 00:00:00,2028-09-26 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002358,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-07-04 00:00:00,2027-04-25 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002862,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-11-15 00:00:00,2026-10-10 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002152,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-09-01 00:00:00,2023-05-02 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001215,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,20760000,86788000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000406,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7998000,35719000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002230,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,14133000,51095000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003369,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,5197000,28939000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001827,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,8692000,30163000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003459,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7401000,29939000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003253,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,18901000,62047000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000829,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,13233000,79583000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000153,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,8160000,19838000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001997,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,4031000,14399000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001954,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,2759000,26368000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002758,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,9350000,18423000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001764,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,9849000,40361000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000078,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,8805000,27853000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002098,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,21406000,68239000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003305,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,10336000,29615000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000300,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7253000,30618000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000183,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7233000,11600000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003348,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,12316000,28753000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001170,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,10229000,47470000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002963,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,23913000,59982000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002517,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,11750000,33005000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002471,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,18613000,48120000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001830,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,2687000,20384000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002916,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,11128000,36405000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001393,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,12740000,58436000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001425,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,10563000,38299000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000386,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,27250000,59012000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002648,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,4083000,27229000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002432,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,5798000,26930000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001138,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,4089000,28719000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001011,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,9732000,34666000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003486,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,21208000,60908000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003005,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,19316000,52000000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002733,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,6573000,37304000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001714,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,8642000,30940000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001752,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,6972000,16512000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002431,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,17828000,60579000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001882,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,5658000,17715000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000317,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,10471000,37975000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000143,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,17180000,57028000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003410,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,8646000,77714000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000076,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,4859000,25911000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001706,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,14576000,57869000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001862,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7009000,52655000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003049,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,11972000,50689000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000643,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,15651000,29611000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000126,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,12711000,75029000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000937,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,5687000,34001000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002093,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,4731000,33482000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002335,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,15759000,85061000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001956,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,11083000,22457000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000291,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,4214000,10016000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000130,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,6046000,28832000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003172,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7967000,46606000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000723,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,11778000,21469000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002292,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,22638000,60983000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000398,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,23269000,66193000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002582,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,12467000,42452000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002123,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,6079000,11959000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002177,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7795000,18068000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0003200,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,12655000,45629000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001935,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,10652000,45710000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001703,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,25523000,36120000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0000707,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,20163000,41994000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002266,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,7246000,14443000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002622,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,19561000,32093000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002128,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,1620000,15040000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001235,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,3211000,14787000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0001489,AMOUNT_PAID_EXCEEDS_INVOICE,Amount_Paid,20753000,83733000,Số tiền của một giao dịch lớn hơn tổng giá trị hóa đơn.
fact_payments,PAY0002960,PAYMENT_AFTER_DROPOUT,Payment_Date,2026-03-17 00:00:00,2027-01-17 00:00:00,Sinh viên STU000340 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000760,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-12-22 00:00:00,2023-06-27 00:00:00,Sinh viên STU000575 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001987,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-04-19 00:00:00,2023-06-20 00:00:00,Sinh viên STU000448 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002579,PAYMENT_AFTER_DROPOUT,Payment_Date,2023-12-30 00:00:00,2024-12-27 00:00:00,Sinh viên STU000822 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000384,PAYMENT_AFTER_DROPOUT,Payment_Date,2025-03-09 00:00:00,2024-10-23 00:00:00,Sinh viên STU001037 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001625,PAYMENT_AFTER_DROPOUT,Payment_Date,2023-06-20 00:00:00,2025-03-07 00:00:00,Sinh viên STU001148 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001694,PAYMENT_AFTER_DROPOUT,Payment_Date,2021-11-30 00:00:00,2023-02-07 00:00:00,Sinh viên STU000667 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000561,PAYMENT_AFTER_DROPOUT,Payment_Date,2021-12-30 00:00:00,2021-08-27 00:00:00,Sinh viên STU000761 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002008,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-01-16 00:00:00,2021-11-08 00:00:00,Sinh viên STU000761 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002571,PAYMENT_AFTER_DROPOUT,Payment_Date,2026-07-15 00:00:00,2026-10-25 00:00:00,Sinh viên STU000955 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001275,PAYMENT_AFTER_DROPOUT,Payment_Date,2028-04-08 00:00:00,2026-03-06 00:00:00,Sinh viên STU001343 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002066,PAYMENT_AFTER_DROPOUT,Payment_Date,2024-10-28 00:00:00,2024-02-07 00:00:00,Sinh viên STU000526 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000612,PAYMENT_AFTER_DROPOUT,Payment_Date,2023-01-05 00:00:00,2021-09-27 00:00:00,Sinh viên STU000947 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001057,PAYMENT_AFTER_DROPOUT,Payment_Date,2020-07-25 00:00:00,2022-11-21 00:00:00,Sinh viên STU000838 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001288,PAYMENT_AFTER_DROPOUT,Payment_Date,2021-04-20 00:00:00,2023-01-11 00:00:00,Sinh viên STU000667 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000341,PAYMENT_AFTER_DROPOUT,Payment_Date,2021-10-03 00:00:00,2023-04-08 00:00:00,Sinh viên STU000483 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000702,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-04-06 00:00:00,2023-09-26 00:00:00,Sinh viên STU000330 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000817,PAYMENT_AFTER_DROPOUT,Payment_Date,2028-04-26 00:00:00,2026-07-07 00:00:00,Sinh viên STU001004 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001600,PAYMENT_AFTER_DROPOUT,Payment_Date,2026-06-19 00:00:00,2026-02-02 00:00:00,Sinh viên STU001427 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000999,PAYMENT_AFTER_DROPOUT,Payment_Date,2028-12-31 00:00:00,2025-11-13 00:00:00,Sinh viên STU000652 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002168,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-11-13 00:00:00,2022-10-25 00:00:00,Sinh viên STU001260 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000053,PAYMENT_AFTER_DROPOUT,Payment_Date,2025-11-17 00:00:00,2022-09-13 00:00:00,Sinh viên STU000651 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000312,PAYMENT_AFTER_DROPOUT,Payment_Date,2027-07-03 00:00:00,2026-08-08 00:00:00,Sinh viên STU001183 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002093,PAYMENT_AFTER_DROPOUT,Payment_Date,2024-06-23 00:00:00,2026-06-04 00:00:00,Sinh viên STU001343 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001283,PAYMENT_AFTER_DROPOUT,Payment_Date,2026-12-31 00:00:00,2027-04-30 00:00:00,Sinh viên STU000904 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000032,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-01-11 00:00:00,2021-10-05 00:00:00,Sinh viên STU000278 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000351,PAYMENT_AFTER_DROPOUT,Payment_Date,2023-08-06 00:00:00,2023-06-09 00:00:00,Sinh viên STU000390 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001479,PAYMENT_AFTER_DROPOUT,Payment_Date,2028-06-02 00:00:00,2027-02-18 00:00:00,Sinh viên STU001004 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001568,PAYMENT_AFTER_DROPOUT,Payment_Date,2029-06-06 00:00:00,2028-07-16 00:00:00,Sinh viên STU000583 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0003073,PAYMENT_AFTER_DROPOUT,Payment_Date,2027-07-13 00:00:00,2026-04-10 00:00:00,Sinh viên STU000713 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000015,PAYMENT_AFTER_DROPOUT,Payment_Date,2021-08-03 00:00:00,2022-07-10 00:00:00,Sinh viên STU001474 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002059,PAYMENT_AFTER_DROPOUT,Payment_Date,2024-01-29 00:00:00,2023-01-08 00:00:00,Sinh viên STU000614 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0003122,PAYMENT_AFTER_DROPOUT,Payment_Date,2028-12-16 00:00:00,2028-03-05 00:00:00,Sinh viên STU000772 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0003324,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-03-02 00:00:00,2024-07-30 00:00:00,Sinh viên STU000575 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002956,PAYMENT_AFTER_DROPOUT,Payment_Date,2026-06-25 00:00:00,2024-12-09 00:00:00,Sinh viên STU000822 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000230,PAYMENT_AFTER_DROPOUT,Payment_Date,2027-12-04 00:00:00,2027-03-30 00:00:00,Sinh viên STU000904 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0003298,PAYMENT_AFTER_DROPOUT,Payment_Date,2023-07-03 00:00:00,2021-12-18 00:00:00,Sinh viên STU000124 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002762,PAYMENT_AFTER_DROPOUT,Payment_Date,2021-03-10 00:00:00,2024-01-06 00:00:00,Sinh viên STU000923 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0001071,PAYMENT_AFTER_DROPOUT,Payment_Date,2027-10-25 00:00:00,2026-11-19 00:00:00,Sinh viên STU001237 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002408,PAYMENT_AFTER_DROPOUT,Payment_Date,2026-06-08 00:00:00,2026-09-14 00:00:00,Sinh viên STU001217 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002882,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-10-11 00:00:00,2024-09-24 00:00:00,Sinh viên STU000368 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002540,PAYMENT_AFTER_DROPOUT,Payment_Date,2025-12-21 00:00:00,2025-11-02 00:00:00,Sinh viên STU001392 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000003,PAYMENT_AFTER_DROPOUT,Payment_Date,2025-09-05 00:00:00,2026-05-03 00:00:00,Sinh viên STU000340 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0003336,PAYMENT_AFTER_DROPOUT,Payment_Date,2022-03-07 00:00:00,2023-06-18 00:00:00,Sinh viên STU001091 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000366,PAYMENT_AFTER_DROPOUT,Payment_Date,2023-09-13 00:00:00,2022-08-15 00:00:00,Sinh viên STU000801 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002850,PAYMENT_AFTER_DROPOUT,Payment_Date,2025-10-20 00:00:00,2025-07-01 00:00:00,Sinh viên STU001041 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0000414,PAYMENT_AFTER_DROPOUT,Payment_Date,2025-07-06 00:00:00,2026-04-06 00:00:00,Sinh viên STU001300 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0002811,PAYMENT_AFTER_DROPOUT,Payment_Date,2027-07-17 00:00:00,2024-09-30 00:00:00,Sinh viên STU000041 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
fact_payments,PAY0003016,PAYMENT_AFTER_DROPOUT,Payment_Date,2025-12-08 00:00:00,2024-05-03 00:00:00,Sinh viên STU001019 đã nghỉ học nhưng vẫn phát sinh thanh toán sau Dropout_Date.
