Payment_ID,Invoice_ID,Student_ID,Payment_Date,Payment_Method,Amount_Paid,Transaction_Reference,Payment_Status
PAY0000742,INV0000269,STU000511,2021-10-04,Cash,16122000,TXN-78342579LZ,Reversed
PAY0000743,INV0002593,STU000801,2023-07-10,Cash,8202000,TXN-51880638OE,Successful
PAY0000744,INV0001038,STU000369,2029-12-30,Bank Transfer,3546000,TXN-93667131IP,Successful
PAY0000745,INV0001098,STU000187,2029-02-24,Cash,6650000,TXN-46425060ZC,Successful
PAY0000746,INV0002197,STU000106,2023-09-09,Cash,4990000,TXN-38141959EY,Successful
PAY0000747,INV0002181,STU001383,2026-06-06,Card,14079000,TXN-96120237LQ,Successful
PAY0000748,INV0000449,STU000637,2029-05-02,E-Wallet,16844000,TXN-66871355HA,Successful
PAY0000749,INV0001235,STU000290,2024-07-30,E-Wallet,7833000,TXN-79726693XM,Successful
PAY0000750,INV0001434,STU000038,2022-04-23,Card,12616000,TXN-23878412HC,Reversed
PAY0000751,INV0002931,STU001186,2027-07-31,Cash,6406000,TXN-25365981XM,Successful
PAY0000752,INV0000087,STU000791,2027-04-27,Cash,3800000,TXN-69588731EB,Successful
PAY0000753,INV0000829,STU001140,2026-01-15,E-Wallet,23848000,TXN-39591623PL,Successful
PAY0000754,INV0000317,STU000765,2026-12-29,Bank Transfer,18100000,TXN-58572940BC,Successful
PAY0000755,INV0000960,STU000999,,Card,12739000,TXN-75627040VL,Successful
PAY0000756,INV0001260,STU000574,2023-09-02,Card,2460000,TXN-34009437GM,Successful
PAY0000757,INV0001700,STU001317,2028-07-27,Cash,2678000,TXN-82525895NO,Successful
PAY0000758,INV0002203,STU000448,2022-03-26,E-Wallet,17109000,TXN-52059552PD,Successful
PAY0000759,INV0002820,STU000949,15/04/2024,Card,1739000,TXN-61263053MZ,Successful
PAY0000760,INV0002672,STU000575,2023-06-27,Card,2660000,TXN-38163079OD,Successful
PAY0000761,INV0002332,STU000611,2022-08-10,Cash,12521000,TXN-81899042NN,Failed
PAY0000762,INV0002072,STU001244,2020-12-03,Bank Transfer,8431000,TXN-86827519UG,Successful
PAY0000763,INV0001916,STU000158,25/06/2024,Card,12385000,TXN-24001192QR,Successful
PAY0000764,INV0000816,STU000107,2028-01-19,Bank Transfer,15622000,TXN-90112863CD,Successful
PAY0000765,INV0000721,STU000992,2026-11-21,Card,5110000,TXN-12252849VU,Failed
PAY0000766,INV0001002,STU001123,,Cash,15468000,TXN-20778904GD,Successful
PAY0000767,INV0001213,STU000845,2025-03-05,Cash,11280000,TXN-98736137XA,Successful
PAY0000768,INV0001472,STU000823,2025-07-29,E-Wallet,4830000,TXN-54958622JI,Successful
PAY0000769,INV0000034,STU000239,2026-02-23,E-Wallet,14037000,TXN-04131002PE,Successful
PAY0000770,INV0001473,STU000280,2027-01-26,E-Wallet,4112000,TXN-23542050BZ,Failed
PAY0000771,INV0002022,STU001221,2024-05-12,Bank Transfer,11465000,TXN-84698379RE,Pending
PAY0000772,INV0000080,STU001404,2027-12-22,Bank Transfer,3666000,TXN-75225442XB,Successful
PAY0000773,INV0001624,STU000255,2028-12-23,Card,30038000,TXN-48281204JL,Successful
PAY0000774,INV0000590,STU000120,2028-12-21,E-Wallet,4957000,TXN-44022595RM,Successful
PAY0000775,INV0002461,STU001322,2025-11-18,Cash,2732000,TXN-17189673SY,Successful
PAY0000776,INV0000870,STU001284,2026-05-07,Card,3569000,TXN-42177444EP,Successful
PAY0000777,INV0002410,STU000363,2024-08-20,Bank Transfer,26095000,TXN-79178789QF,Successful
PAY0000778,INV0002218,STU001188,2024-10-10,E-Wallet,8736000,TXN-19125323VI,Successful
PAY0000779,INV0001085,STU001344,2024-11-13,E-Wallet,12002000,TXN-54510378OR,Successful
PAY0000780,INV0002029,STU000177,,Card,7901000,TXN-36873066DF,Failed
PAY0000781,INV0002186,STU001168,2025-06-08,Card,10356000,TXN-43275540RS,Successful
PAY0000782,INV0002378,STU000129,2023-03-15,E-Wallet,4907000,TXN-43518974ZX,Successful
PAY0000783,INV0002982,STU000428,2027-08-17,Cash,13155000,TXN-05020419FK,Successful
PAY0000784,INV0001051,STU000180,2028-10-14,Card,3052000,TXN-78424203EL,Successful
PAY0000785,INV0000769,STU001275,2023-06-30,Card,9903000,TXN-37510863GD,Successful
PAY0000786,INV0001209,STU000214,2024-04-09,E-Wallet,18117000,TXN-87457369HY,Successful
PAY0000787,INV0000177,STU000044,2023-01-12,Cash,8064000,TXN-42213149AB,Successful
PAY0000788,INV0002229,STU001297,2025-08-13,E-Wallet,11164000,TXN-69405965YH,Successful
PAY0000789,INV0000333,STU000840,2022-08-08,Cash,5106000,TXN-41158970TR,Reversed
PAY0000790,INV0001333,STU000644,2025-06-30,Card,21864000,TXN-95909303OZ,Successful
PAY0000791,INV0002744,STU000558,2027-05-04,Cash,9591000,TXN-87045331SN,Successful
PAY0000792,INV0002384,STU000655,2025-03-06,Cash,9600000,TXN-14909392PE,Successful
PAY0000793,INV0001700,STU001317,2028-10-21,Bank Transfer,6943000,TXN-76571534LH,Successful
PAY0000794,INV0002658,STU000004,2026-12-17,Card,8374000,TXN-92145105WN,Successful
PAY0000795,INV0001733,STU000091,2029-01-31,Cash,4400000,TXN-73972207XH,Successful
PAY0000796,INV0000333,STU000840,2022-08-17,Cash,1918000,TXN-06585019PW,Successful
PAY0000797,INV0001999,STU000220,2021-06-05,Bank Transfer,17953000,TXN-83284169QS,Successful
PAY0000798,INV0002276,STU000699,2023-10-04,Bank Transfer,27480000,TXN-10769680SI,Successful
PAY0000799,INV0000243,STU000150,2029-11-20,Card,22497000,TXN-62135767QL,Successful
PAY0000800,INV0001504,STU000741,2027-01-26,Bank Transfer,8751000,TXN-90830504PF,Reversed
PAY0000801,INV0002035,STU000831,2024-10-22,Cash,6136000,TXN-01210898VI,Successful
PAY0000802,INV0001554,STU000158,2024-05-06,Card,4404000,TXN-56625682JZ,Successful
PAY0000803,INV0000391,STU000231,2028-06-21,Bank Transfer,8100000,TXN-89502508JL,Successful
PAY0000804,INV0002688,STU000353,2020-10-26,Bank Transfer,14449000,TXN-57331854GL,Successful
PAY0000805,INV0002607,STU000952,2022-10-22,Cash,7718000,TXN-05764873DS,Successful
PAY0000806,INV0000216,STU000923,2020-12-29,E-Wallet,7903000,TXN-51430952BZ,Successful
PAY0000807,INV0000519,STU000129,2022-01-28,Card,10129000,TXN-75798895IQ,Successful
PAY0000808,INV0000778,STU000451,2024-05-28,Card,6000000,TXN-25798961DS,Successful
PAY0000809,INV0001940,STU000068,2026-04-27,E-Wallet,13326000,TXN-32084286HF,Successful
PAY0000810,INV0002198,STU001343,2024-07-23,Bank Transfer,10355000,TXN-70171839RC,Successful
PAY0000811,INV0001496,STU001449,2030-07-09,E-Wallet,14307000,TXN-14523470DK,Successful
PAY0000812,INV0001048,STU000945,18/01/2027,E-Wallet,17165000,TXN-39892533FZ,Successful
PAY0000813,INV0000471,STU000704,2020-08-04,Cash,16163000,TXN-65232451TK,Pending
PAY0000814,INV0001802,STU001284,2026-02-06,E-Wallet,9474000,TXN-98545507SF,Successful
PAY0000815,INV0000767,STU001376,2025-10-20,E-Wallet,4367000,TXN-15174773KW,Successful
PAY0000816,INV0002348,STU000243,2024-03-27,Cash,14227000,TXN-68375477TI,Successful
PAY0000817,INV0001965,STU001004,2026-07-07,E-Wallet,6913000,TXN-93026917QG,Successful
PAY0000818,INV0001615,STU000969,2022-05-29,Bank Transfer,31251000,TXN-52752895QH,Successful
PAY0000819,INV0001398,STU000958,2028-09-26,Cash,7726000,TXN-39445975YS,Failed
PAY0000820,INV0001515,STU000666,2024-11-21,E-Wallet,14736000,TXN-35982797PX,Successful
PAY0000821,INV0002950,STU000049,2023-03-11,E-Wallet,5534000,TXN-95563184TJ,Successful
PAY0000822,INV0000359,STU000865,2024-09-09,Bank Transfer,9465000,TXN-53814964GE,Successful
PAY0000823,INV0000322,STU000792,2025-08-23,Bank Transfer,11738000,TXN-34977271VP,Pending
PAY0000824,INV0002101,STU001056,2024-07-26,E-Wallet,8745000,TXN-84334583PF,Pending
PAY0000825,INV0002773,STU000064,2025-05-20,Card,15996000,TXN-51232057PB,Successful
PAY0000826,INV0002614,STU001409,2025-01-27,Cash,3649000,TXN-45171947XF,Successful
PAY0000827,INV0001764,STU001482,2025-01-20,Cash,13431000,TXN-68622287NG,Successful
PAY0000828,INV0002284,STU000215,2026-06-03,Cash,19059000,TXN-73902013DY,Successful
PAY0000829,INV0002149,STU001463,2021-02-09,Card,79583000,TXN-58826458JB,Successful
PAY0000830,INV0002715,STU001454,2026-11-01,Cash,18276000,TXN-58862114JV,Successful
PAY0000831,INV0001719,STU001419,2024-11-10,E-Wallet,18776000,TXN-09073745WI,Successful
PAY0000832,INV0002951,STU000988,2025-11-17,Card,17919000,TXN-84840264JO,Successful
PAY0000833,INV0002219,STU000370,2024-06-05,Card,16956000,TXN-90901961IR,Failed
PAY0000834,INV0001419,STU000863,2024-02-12,Bank Transfer,12351000,TXN-84187475GH,Successful
PAY0000835,INV0001973,STU000977,2023-06-30,E-Wallet,14037000,TXN-26206912YE,Successful
PAY0000836,INV0001237,STU000238,2022-07-20,E-Wallet,8179000,TXN-19169084GE,Successful
PAY0000837,INV0000202,STU000824,2025-02-15,E-Wallet,4605000,TXN-11143490OV,Successful
PAY0000838,INV0002833,STU000526,2024-09-26,E-Wallet,5367000,TXN-95336687WI,Successful
PAY0000839,INV0001253,STU001259,16/04/2028,Bank Transfer,3233000,TXN-23223313PE,Successful
PAY0000840,INV0000531,STU000891,2022-11-13,E-Wallet,5548000,TXN-48405283YM,Successful
PAY0000841,INV0000595,STU000479,2025-09-10,E-Wallet,6983000,TXN-44480598HX,Successful
PAY0000842,INV0000559,STU000025,2028-04-06,Bank Transfer,3431000,TXN-33477362OC,Successful
PAY0000843,INV0002938,STU000600,2022-08-21,Cash,17217000,TXN-99748176RY,Successful
PAY0000844,INV0000504,STU000336,2022-12-17,Cash,22229000,TXN-01574986WT,Failed
PAY0000845,INV0000691,STU001015,2029-09-06,E-Wallet,5070000,TXN-42992550XT,Successful
PAY0000846,INV0000473,STU000369,2028-07-11,E-Wallet,15109000,TXN-01553587WI,Successful
PAY0000847,INV0002041,STU000111,2026-09-27,Bank Transfer,18424000,TXN-97590309HV,Successful
PAY0000848,INV0001999,STU000220,2021-07-29,Card,15948000,TXN-47968325WX,Reversed
PAY0000849,INV0000011,STU000583,2029-06-03,Bank Transfer,21060000,TXN-97353584SQ,Reversed
PAY0000850,INV0000346,STU001470,2025-06-04,Card,7268000,TXN-99587326QK,Successful
PAY0000851,INV0002743,STU001273,2024-05-11,E-Wallet,16832000,TXN-13661517LA,Successful
PAY0000852,INV0002267,STU001192,2020-02-05,Cash,13585000,TXN-42035593GS,Successful
PAY0000853,INV0002809,STU001479,2024-12-07,Cash,17445000,TXN-42083950VJ,Successful
PAY0000854,INV0000803,STU001257,2023-05-14,E-Wallet,12543000,TXN-43643104QU,Successful
PAY0000855,INV0002560,STU000164,2027-04-09,Card,5394000,TXN-81771162UX,Successful
PAY0000856,INV0001218,STU000477,2030-02-15,Bank Transfer,13044000,TXN-02042221EZ,Successful
PAY0000857,INV0002729,STU001051,2026-09-14,Bank Transfer,7672000,TXN-90531180HM,Successful
PAY0000858,INV0001363,STU001086,2020-11-25,Cash,21996000,TXN-49816166UI,Successful
PAY0000859,INV0001850,STU001073,2028-10-23,Bank Transfer,4941000,TXN-46181685OT,Successful
PAY0000860,INV0002514,STU000727,2025-08-07,Card,18773000,TXN-62004303YK,Successful
PAY0000861,INV0001294,STU001096,2027-11-11,Card,21021000,TXN-99570648VN,Successful
PAY0000862,INV0000056,STU001438,2024-10-02,E-Wallet,3955000,TXN-02409094RO,Failed
PAY0000863,INV0001898,STU001327,2021-07-31,Cash,5853000,TXN-49769965NH,Successful
PAY0000864,INV0000029,STU000037,2025-07-22,Bank Transfer,9375000,TXN-29165252FN,Successful
PAY0000865,INV0000303,STU000618,2026-05-25,Cash,10964000,TXN-37610166SA,Successful
PAY0000866,INV0002352,STU000437,2028-02-20,Bank Transfer,17883000,TXN-34585777DH,Successful
PAY0000867,INV0002270,STU001433,2022-09-30,Bank Transfer,7404000,TXN-36764730VZ,Successful
PAY0000868,INV0001262,STU000712,2024-02-09,E-Wallet,8808000,TXN-29490107JQ,Successful
PAY0000869,INV0001809,STU001121,30/06/2023,Card,16549000,TXN-38117747XX,Successful
PAY0000870,INV0001502,STU000358,2023-09-29,Bank Transfer,9712000,TXN-47904885QV,Successful
PAY0000871,INV0000080,STU001404,2027-10-21,Cash,6750000,TXN-08079340HD,Successful
PAY0000872,INV0001034,STU000944,2026-11-10,Cash,11292000,TXN-40750882RZ,Successful
PAY0000873,INV0000941,STU000635,,E-Wallet,23145000,TXN-17606692CW,Successful
PAY0000874,INV0000158,STU000010,2028-08-27,Card,24251000,TXN-43855879OE,Successful
PAY0000875,INV0002262,STU000555,2023-06-06,Bank Transfer,8135000,TXN-39273799HO,Successful
PAY0000876,INV0002818,STU000738,2029-11-06,Bank Transfer,6770000,TXN-72230996DH,Successful
PAY0000877,INV0001152,STU000398,2029-10-04,Card,3176000,TXN-33499591DX,Successful
PAY0000878,INV0001344,STU000397,2027-05-16,Cash,4389000,TXN-25209910KI,Successful
PAY0000879,INV0000925,STU001434,2025-03-20,E-Wallet,29386000,TXN-79620087KL,Successful
PAY0000880,INV0001879,STU000334,2023-03-22,E-Wallet,22706000,TXN-97433428TC,Successful
PAY0000881,INV0001321,STU001248,2026-09-03,Cash,11572000,TXN-69307241JO,Successful
PAY0000882,INV0002705,STU000734,2025-10-03,E-Wallet,4967000,TXN-96128525LD,Successful
PAY0000883,INV0002571,STU000611,2022-06-13,E-Wallet,7684000,TXN-91627021QU,Successful
PAY0000884,INV0002057,STU001307,2029-03-25,Card,29878000,TXN-05329597LR,Successful
PAY0000885,INV0002403,STU000493,26/08/2024,Bank Transfer,7076000,TXN-51785117VK,Successful
PAY0000886,INV0002983,STU000713,2025-02-23,Cash,27489000,TXN-98256345OC,Successful
PAY0000887,INV0002600,STU000420,2026-01-18,Cash,5060000,TXN-92164027WM,Successful
PAY0000888,INV0001288,STU001074,2027-03-10,Bank Transfer,12932000,TXN-60407540AC,Successful
PAY0000889,INV0002150,STU000686,2029-02-16,E-Wallet,5843000,TXN-33269493QQ,Successful
PAY0000890,INV0002478,STU000914,2026-06-11,E-Wallet,29455000,TXN-24749137SA,Successful
PAY0000891,INV0000942,STU001483,2026-04-30,E-Wallet,19983000,TXN-21513969JN,Failed
PAY0000892,INV0002185,STU000568,2026-12-11,E-Wallet,11565000,TXN-92429848KT,Successful
PAY0000893,INV0001140,STU001182,2025-01-16,E-Wallet,11534000,TXN-05249096QL,Successful
PAY0000894,INV0001490,STU000047,2021-12-23,Bank Transfer,15067000,TXN-22099384NE,Successful
PAY0000895,INV0002812,STU001318,2027-09-22,E-Wallet,9998000,TXN-12877237WH,Successful
PAY0000896,INV0000741,STU000897,2027-01-16,Card,25520000,TXN-80530447JJ,Successful
PAY0000897,INV0001452,STU000488,2028-04-05,E-Wallet,8088000,TXN-39308234YY,Successful
PAY0000898,INV0000819,STU000210,2020-08-04,Cash,7823000,TXN-08957791HY,Successful
PAY0000899,INV0001436,STU000424,2029-01-14,E-Wallet,10895000,TXN-50273391BV,Successful
PAY0000900,INV0000048,STU001463,2021-06-11,E-Wallet,14891000,TXN-60650855AY,Successful
PAY0000901,INV0000029,STU000037,2025-10-14,E-Wallet,13862000,TXN-55438174XV,Reversed
PAY0000902,INV0000607,STU000617,2026-08-01,E-Wallet,19472000,TXN-54109133FI,Successful
PAY0000903,INV0001769,STU001171,14/01/2027,Bank Transfer,8888000,TXN-95961063ZF,Pending
PAY0000904,INV0002129,STU000487,13/07/2025,Bank Transfer,24990000,TXN-73110603WI,Successful
PAY0000905,INV0001142,STU000436,2023-07-01,Bank Transfer,13860000,TXN-12513186VY,Successful
PAY0000906,INV0001655,STU000978,2023-07-10,E-Wallet,14656000,TXN-15502504FP,Failed
PAY0000907,INV0001138,STU000285,2023-11-03,Card,24710000,TXN-25953543UP,Successful
PAY0000908,INV0001365,STU000199,2024-05-10,Cash,6627000,TXN-29959705IP,Pending
PAY0000909,INV0001738,STU000347,2025-09-23,Card,4701000,TXN-88793495AA,Successful
PAY0000910,INV0002191,STU000495,2027-04-05,E-Wallet,14448000,TXN-79867740UH,Successful
PAY0000911,INV0002022,STU001221,2024-04-15,E-Wallet,10843000,TXN-59550161GJ,Reversed
PAY0000912,INV0001885,STU000831,2024-12-29,Cash,11387000,TXN-77782492SA,Successful
PAY0000913,INV0002950,STU000049,2023-03-26,Bank Transfer,7661000,TXN-74519950DA,Successful
PAY0000914,INV0001991,STU000548,2027-01-23,Card,17053000,TXN-72563452TN,Successful
PAY0000915,INV0002698,STU001113,2022-08-09,Bank Transfer,6058000,TXN-01862886RC,Successful
PAY0000916,INV0001370,STU001379,2024-07-14,Card,3672000,TXN-03721409LL,Successful
PAY0000917,INV0001045,STU001448,2022-11-04,E-Wallet,17604000,TXN-46633269QD,Successful
PAY0000918,INV0001908,STU001076,2024-04-30,Card,8646000,TXN-25758315OJ,Successful
PAY0000919,INV0000881,STU001420,2024-02-21,E-Wallet,9157000,TXN-50440666SB,Successful
PAY0000920,INV0002260,STU001448,2023-04-22,Bank Transfer,11792000,TXN-13024101LH,Successful
PAY0000921,INV0002121,STU001193,2023-02-16,Bank Transfer,9772000,TXN-90875386ZO,Successful
PAY0000922,INV0001368,STU000388,2026-08-18,Card,5861000,TXN-38834702JZ,Successful
PAY0000923,INV0001777,STU001175,2023-06-21,Card,14189000,TXN-35741297AM,Successful
PAY0000924,INV0000933,STU000664,2024-06-26,E-Wallet,5125000,TXN-19227192DT,Successful
PAY0000925,INV0001335,STU001320,2027-05-28,Cash,2380000,TXN-01465985TV,Successful
PAY0000926,INV0002856,STU000734,2024-12-03,Bank Transfer,14017000,TXN-78343476QH,Successful
PAY0000927,INV0000046,STU001451,2022-04-12,Card,23384000,TXN-37314159AL,Successful
PAY0000928,INV0001320,STU001363,17/10/2026,Bank Transfer,8565000,TXN-34066917SJ,Successful
PAY0000929,INV0000094,STU000861,2027-04-22,E-Wallet,27423000,TXN-29898691ZT,Successful
PAY0000930,INV0002361,STU001260,2022-12-09,E-Wallet,23260000,TXN-23094019OO,Successful
PAY0000931,INV0001401,STU000016,2022-03-25,Card,16679000,TXN-73118191WW,Successful
PAY0000932,INV0001544,STU000396,2022-08-11,Cash,4533000,TXN-28349392IE,Successful
PAY0000933,INV0000132,STU000420,2023-12-01,Card,5357000,TXN-68051994VY,Successful
PAY0000934,INV0002247,STU001035,2026-11-28,Bank Transfer,12643000,TXN-26542264FN,Successful
PAY0000935,INV0002886,STU000286,2025-08-07,Card,16325000,TXN-67049771KO,Successful
PAY0000936,INV0002415,STU000452,,Card,7982000,TXN-23811674KP,Successful
PAY0000937,INV0002952,STU000355,2024-07-24,Bank Transfer,34001000,TXN-67607792SX,Successful
PAY0000938,INV0000186,STU000197,2025-08-25,Cash,7065000,TXN-34066026EA,Successful
PAY0000939,INV0000955,STU001014,2029-02-13,E-Wallet,5910000,TXN-52424733ID,Successful
PAY0000940,INV0001892,STU000739,2025-12-16,Card,18863000,TXN-52732344LV,Successful
PAY0000941,INV0002696,STU000624,2023-07-01,Card,9731000,TXN-75198696TF,Failed
PAY0000942,INV0002429,STU000957,2021-09-08,E-Wallet,26471000,TXN-41229300RW,Successful
PAY0000943,INV0001683,STU000629,2025-10-28,Bank Transfer,6827000,TXN-88407770YV,Pending
PAY0000944,INV0002897,STU000384,2025-05-15,E-Wallet,4261000,TXN-27877373LI,Successful
PAY0000945,INV0000207,STU001040,2028-03-29,E-Wallet,6566000,TXN-73791211PK,Successful
PAY0000946,INV0001890,STU001375,2026-12-18,Bank Transfer,10591000,TXN-26360035DW,Successful
PAY0000947,INV0001517,STU000021,2022-10-14,E-Wallet,3394000,TXN-20452296IO,Successful
PAY0000948,INV0000725,STU000774,2029-11-11,Bank Transfer,10615000,TXN-42844702IC,Successful
PAY0000949,INV0000037,STU000037,2022-10-17,Card,4434000,TXN-05210469SN,Successful
PAY0000950,INV0000617,STU000064,2025-10-28,Card,19516000,TXN-96422464BZ,Successful
PAY0000951,INV0001552,STU000425,2024-07-18,Card,9335000,TXN-78529505BH,Pending
PAY0000952,INV0000142,STU000851,2022-03-11,E-Wallet,16185000,TXN-42545244TV,Successful
PAY0000953,INV0000640,STU000387,,E-Wallet,7715000,TXN-29554485GS,Pending
PAY0000954,INV0000963,STU001403,2020-07-09,Cash,12545000,TXN-90678462OC,Successful
PAY0000955,INV0002633,STU001265,2026-07-21,Bank Transfer,13716000,TXN-66273256UJ,Failed
PAY0000956,INV0000320,STU000412,2028-01-16,E-Wallet,19172000,TXN-37039203HK,Successful
PAY0000957,INV0000394,STU001023,2023-04-26,Cash,9576000,TXN-75276878UL,Successful
PAY0000958,INV0001577,STU000838,2024-07-14,Bank Transfer,12331000,TXN-91426281TT,Successful
PAY0000959,INV0000703,STU000455,2026-06-23,E-Wallet,11333000,TXN-23229194KT,Pending
PAY0000960,INV0001684,STU000719,2022-12-16,Bank Transfer,4839000,TXN-51107983PA,Successful
PAY0000961,INV0001993,STU001074,2024-07-09,Bank Transfer,21088000,TXN-95498809HQ,Successful
PAY0000962,INV0001148,STU000374,2023-01-21,Bank Transfer,8069000,TXN-11247905IL,Successful
PAY0000963,INV0001301,STU000494,2027-05-30,Bank Transfer,12669000,TXN-71441448SJ,Successful
PAY0000964,INV0002756,STU000626,2025-08-23,E-Wallet,13680000,TXN-94945645IY,Successful
PAY0000965,INV0002236,STU001334,2025-09-14,E-Wallet,12187000,TXN-85707889OP,Successful
PAY0000966,INV0000622,STU001453,2023-10-10,Bank Transfer,13827000,TXN-87348964KR,Successful
PAY0000967,INV0002314,STU001170,2024-03-02,E-Wallet,9311000,TXN-09593032LI,Successful
PAY0000968,INV0001008,STU000088,2025-05-06,E-Wallet,6191000,TXN-26608884NB,Successful
PAY0000969,INV0001920,STU000976,2027-12-17,Card,8342000,TXN-35423238CB,Successful
PAY0000970,INV0001204,STU000734,2025-05-24,Card,7962000,TXN-41934368AY,Successful
PAY0000971,INV0001554,STU000158,2024-02-06,Bank Transfer,2056000,TXN-01467763NO,Successful
PAY0000972,INV0002339,STU000715,,Bank Transfer,12608000,TXN-30280178GA,Successful
PAY0000973,INV0002523,STU000150,2028-02-12,E-Wallet,4243000,TXN-94704768BW,Successful
PAY0000974,INV0000118,STU001490,2023-10-17,E-Wallet,21863000,TXN-04068761JT,Successful
PAY0000975,INV0002530,STU000174,2024-03-19,E-Wallet,11319000,TXN-69398849BI,Successful
PAY0000976,INV0000805,STU000957,2021-11-20,E-Wallet,10670000,TXN-42326888LB,Successful
PAY0000977,INV0000167,STU000143,2025-10-28,Cash,2984000,TXN-80431002FW,Successful
PAY0000978,INV0001638,STU000130,2026-01-26,Card,10311000,TXN-61091202CW,Successful
PAY0000979,INV0002117,STU000803,2021-12-23,Bank Transfer,17808000,TXN-74329063XD,Successful
PAY0000980,INV0001222,STU000682,2023-01-21,E-Wallet,11068000,TXN-91688547EN,Reversed
PAY0000981,INV0002902,STU000842,,Bank Transfer,5594000,TXN-74573541FL,Pending
PAY0000982,INV0000340,STU000935,2025-03-31,Cash,16551000,TXN-18640841MV,Successful
PAY0000983,INV0000116,STU001337,2022-06-11,E-Wallet,8510000,TXN-04138689YF,Successful
PAY0000984,INV0002714,STU000112,2025-07-28,Cash,12596000,TXN-80755085WN,Successful
PAY0000985,INV0002836,STU001361,2025-10-25,Cash,10307000,TXN-41086063JQ,Successful
PAY0000986,INV0002351,STU000234,2022-05-01,Card,18990000,TXN-53523001HQ,Reversed
PAY0000987,INV0001178,STU001408,2024-11-29,Cash,34611000,TXN-89216113VY,Successful
PAY0000988,INV0000119,STU000283,2026-05-21,Cash,11989000,TXN-28217116PQ,Successful
PAY0000989,INV0002021,STU001441,2025-09-11,Card,4088000,TXN-91869943OX,Successful
PAY0000990,INV0001541,STU001428,2023-11-09,Bank Transfer,2462000,TXN-09871225SQ,Successful
PAY0000991,INV0002749,STU001221,2026-03-12,E-Wallet,30931000,TXN-47298568UA,Successful
PAY0000992,INV0000608,STU001266,2024-08-18,Card,12682000,TXN-19881366MH,Successful
PAY0000993,INV0002891,STU001418,2027-01-14,Cash,16153000,TXN-01714334MZ,Failed
PAY0000994,INV0000972,STU000799,02/08/2020,Card,17199000,TXN-61868711GL,Successful
PAY0000995,INV0000570,STU000008,2027-02-09,Card,15191000,TXN-73778479BO,Successful
PAY0000996,INV0001603,STU001440,2022-06-29,E-Wallet,11079000,TXN-43001727HO,Pending
PAY0000997,INV0002535,STU001070,2022-03-07,Card,3950000,TXN-08908815YU,Successful
PAY0000998,INV0002107,STU001017,2025-08-03,Bank Transfer,11144000,TXN-94201915NI,Successful
PAY0000999,INV0001035,STU000652,2025-11-13,Cash,4144000,TXN-60145119RF,Successful
PAY0001000,INV0002801,STU001117,,Bank Transfer,7973000,TXN-37818808JK,Successful
PAY0001001,INV0002781,STU000970,2024-12-06,Cash,10791000,TXN-40730793WK,Successful
PAY0001002,INV0001754,STU001301,2024-01-22,Card,10561000,TXN-39369597SW,Successful
PAY0001003,INV0002652,STU000058,2026-12-22,Cash,32412000,TXN-52105732ZM,Successful
PAY0001004,INV0000363,STU000618,2023-03-15,Cash,7386000,TXN-18296149HI,Successful
PAY0001005,INV0002071,STU000302,2028-07-17,Card,9693000,TXN-92419027QX,Successful
PAY0001006,INV0002736,STU001053,2030-01-01,Card,9525000,TXN-49418441FV,Failed
PAY0001007,INV0001004,STU000565,2023-01-18,Card,10677000,TXN-05223642WJ,Successful
PAY0001008,INV0001411,STU000493,2025-12-07,Card,9183000,TXN-92356012SE,Successful
PAY0001009,INV0001677,STU000514,2030-02-01,Bank Transfer,14301000,TXN-72318219JJ,Successful
PAY0001010,INV0000590,STU000120,2028-12-08,Bank Transfer,6222000,TXN-20878977AC,Successful
PAY0001011,INV0000291,STU000440,2025-03-24,Cash,34666000,TXN-07762360JZ,Successful
PAY0001012,INV0000486,STU001420,2028-01-30,Cash,5333000,TXN-02824973DD,Failed
PAY0001013,INV0002498,STU000839,2022-10-08,Bank Transfer,4412000,TXN-13075825XJ,Successful
PAY0001014,INV0001167,STU000889,2026-07-05,Bank Transfer,16484000,TXN-07823436UB,Successful
PAY0001015,INV0000028,STU001432,2023-04-28,Cash,15653000,TXN-02308982KV,Successful
PAY0001016,INV0001051,STU000180,2028-10-14,Cash,3559000,TXN-50387291HB,Successful
PAY0001017,INV0001138,STU000285,2023-12-02,Card,13474000,TXN-79651020HK,Successful
PAY0001018,INV0002589,STU000132,2026-09-22,Bank Transfer,15670000,TXN-09099314XX,Successful
PAY0001019,INV0002516,STU000465,2025-04-19,Card,18791000,TXN-15039338JT,Successful
PAY0001020,INV0001969,STU000406,2021-06-28,Cash,14695000,TXN-98963604RE,Successful
PAY0001021,INV0002174,STU001015,2026-12-10,Bank Transfer,14972000,TXN-18270411QT,Successful
PAY0001022,INV0001303,STU000124,2023-07-16,E-Wallet,14765000,TXN-02474129BJ,Successful
PAY0001023,INV0002327,STU001091,2026-07-14,Cash,7490000,TXN-87044639OM,Successful
PAY0001024,INV0002853,STU000858,2023-10-25,Card,3615000,TXN-41665609ZH,Successful
PAY0001025,INV0000413,STU001479,2027-01-20,Cash,5031000,TXN-66245582DA,Successful
PAY0001026,INV0001362,STU000520,2026-12-03,Cash,19976000,TXN-49055560ZD,Failed
PAY0001027,INV0002086,STU000403,2025-04-07,Cash,9592000,TXN-90476729LF,Successful
PAY0001028,INV0000108,STU000632,2025-05-17,Cash,14970000,TXN-14647683MP,Successful
